base_p,n,B,G,rate_mode,utility_mode,instances,ratio_laminar_opt_min,ratio_laminar_opt_max,ratio_laminar_opt_mean,ratio_laminar_opt_median,ratio_laminar_opt_worst_instance,ratio_laminar_opt_best_instance,ratio_greedy_laminar_min,ratio_greedy_laminar_max,ratio_greedy_laminar_mean,ratio_greedy_laminar_median,ratio_greedy_laminar_worst_instance,ratio_greedy_laminar_best_instance,ratio_static_opt_min,ratio_static_opt_max,ratio_static_opt_mean,ratio_static_opt_median,ratio_static_opt_worst_instance,ratio_static_opt_best_instance,ratio_greedy_static_min,ratio_greedy_static_max,ratio_greedy_static_mean,ratio_greedy_static_median,ratio_greedy_static_worst_instance,ratio_greedy_static_best_instance
0.2,5,2,3,homogeneous,log_uniform,3,0.9854863769399967,0.9997837246094482,0.9946397450374698,0.9986491335629641,497,496,0.9537785277625845,0.9840470291496529,0.9645449024799172,0.9558091505275141,496,497,0.9816645187303242,0.9997837246094486,0.9889782067599234,0.9854863769399974,495,496,0.9537785277625841,0.9840470291496524,0.970057325500706,0.9723464195898813,496,497
0.2,5,3,2,beta_bimodal,flat,3,0.9982742700959834,0.9998074438226234,0.9988316941898295,0.9984133686508817,511,512,0.9962583995614865,0.9969768538175366,0.9965936433500975,0.9965456766712693,510,511,0.9692110815179048,0.9861480617156201,0.9752960378993308,0.9705289704644673,511,512,1.0103490787294285,1.026872639021622,1.0207012503938802,1.0248820334305897,512,511
0.2,5,3,2,beta_bimodal,log_uniform,3,0.9979464616175108,0.9999889419487458,0.998818908269491,0.9985213212422164,515,514,0.9961450720677884,0.999183352654851,0.9976435741995652,0.9976022978760559,515,514,0.9793635932929353,0.9994800188552212,0.9923236491904314,0.9981273354231374,513,515,0.9946166318226007,1.0171168005134545,1.0042601203644803,1.0010469287573862,515,513
0.2,5,3,2,homogeneous,flat,3,0.9820426487093153,0.9820426487093153,0.9820426487093153,0.9820426487093153,504,504,1.0,1.0,1.0,1.0,504,504,0.9820426487093159,0.9820426487093159,0.9820426487093159,0.9820426487093159,504,504,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,504,504
0.2,5,3,2,homogeneous,log_uniform,3,0.9600463712398501,0.9710249267146404,0.9642424978785957,0.9616561956812965,508,509,0.965641637357461,0.9817202176128498,0.9761850599612041,0.9811933249133016,509,507,0.9502069427903416,0.9637921477003707,0.9548852979466838,0.950656803349339,508,509,0.9728882958684778,0.9930790232256576,0.9857736458677816,0.9913536185092093,509,507
0.2,5,3,3,beta_bimodal,flat,3,0.9869571323359859,0.9998980712012338,0.9955433191112587,0.9997747537965562,523,524,0.9426675985622105,0.9999572055666698,0.9807884420613622,0.9997405220552061,523,524,0.9848915702195843,0.9998583003824421,0.9947548424280663,0.9995146566821725,523,524,0.9446446065281893,1.0000006779450477,0.9815474215975987,0.9999969803195591,523,522
0.2,5,3,3,beta_bimodal,log_uniform,3,0.9993373060869974,0.9999931101026929,0.999730503440511,0.9998610941318424,526,525,0.9574433513283164,0.998922921970236,0.983144158629507,0.9930662025899686,527,525,0.9989177065727523,0.9999860696221313,0.9995437337968496,0.999727425195665,526,525,0.9575713666562915,0.9989299549656229,0.9833282219258926,0.9934833441557636,527,525
0.2,5,3,3,homogeneous,flat,3,0.9637362637362638,0.9637362637362638,0.9637362637362638,0.9637362637362638,516,516,0.9479285442797414,0.9479285442797414,0.9479285442797414,0.9479285442797414,516,516,0.9615384615384622,0.9615384615384622,0.9615384615384622,0.9615384615384622,516,516,0.9500952380952373,0.9500952380952373,0.9500952380952373,0.9500952380952373,516,516
0.2,5,3,3,homogeneous,log_uniform,3,0.9702055148665165,0.9743293816437667,0.9720344554014169,0.9715684696939676,521,520,0.9654973175458703,0.9727542121868319,0.9682806746692515,0.9665904942750524,519,521,0.9501940147664808,0.955757243959867,0.9531482425963756,0.9534934690627792,519,521,0.9872160177016119,0.9877126054313297,0.987462683657212,0.9874594278386947,519,520
0.2,6,2,2,beta_bimodal,flat,3,0.984971896279477,0.9999996876177889,0.9949249254436685,0.9998031924337396,534,535,1.0,1.0,1.0,1.0,534,534,0.9849718962794769,0.999999687617789,0.9949249254436685,0.9998031924337398,534,535,0.9999999999999998,1.0000000000000002,1.0,0.9999999999999999,536,534
0.2,6,2,2,beta_bimodal,log_uniform,3,0.9916686113886253,1.0,0.9968826548247094,0.9989793530855027,538,537,0.8456734619821746,0.9881843532260033,0.9061131585006091,0.8844816602936495,538,539,0.9916686113886252,1.0000000000000004,0.9968826548247095,0.9989793530855029,538,537,0.8456734619821747,0.9881843532260031,0.906113158500609,0.8844816602936492,538,539
0.2,6,2,2,homogeneous,flat,3,1.0,1.0,1.0,1.0,528,528,1.0,1.0,1.0,1.0,528,528,1.0000000000000009,1.0000000000000009,1.0000000000000009,1.0000000000000009,528,528,0.9999999999999991,0.9999999999999991,0.9999999999999991,0.9999999999999991,528,528
0.2,6,2,2,homogeneous,log_uniform,3,0.9879160303863742,1.0,0.9959720101287913,1.0,532,531,1.0,1.0,1.0,1.0,531,531,0.9829172387731809,1.0000000000000007,0.9902972140345633,0.987974403330508,532,531,0.9999999999999992,1.0121719718941635,1.0057525469248392,1.0050856688803549,531,533
0.2,6,2,3,beta_bimodal,flat,3,0.9710473690239865,0.9964038655764101,0.9823572187877035,0.9796204217627142,547,546,0.8695148629859253,0.9769593772313125,0.9086363436538417,0.8794347907442872,547,546,0.9983475217103529,0.9999992078316777,0.9994057613991751,0.9998705546554948,546,547,0.844340788889761,0.9750573611047884,0.893673987935895,0.8616238138131359,547,546
0.2,6,2,3,beta_bimodal,log_uniform,3,0.9943915837076247,0.998995323669407,0.996704536999678,0.9967267036220023,550,549,0.8904199419567828,0.9627505232588638,0.9182683716028243,0.9016346495928261,551,549,0.9905938513438259,0.9959546648060472,0.9925466897783782,0.9910915531852617,550,549,0.8954826935347516,0.9656898095689705,0.9220879446141145,0.9050913307386215,551,549
0.2,6,2,3,homogeneous,flat,3,1.0,1.0,1.0,1.0,540,540,1.0,1.0,1.0,1.0,540,540,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,540,540,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,540,540
0.2,6,2,3,homogeneous,log_uniform,3,0.9980096689678677,1.0,0.9993365563226225,1.0,545,543,0.938685701313827,0.9671115192962889,0.9495288350580381,0.942789284563998,543,545,0.9980096689678686,1.0000000000000004,0.9993365563226231,1.0,545,543,0.9386857013138264,0.967111519296288,0.9495288350580374,0.942789284563998,543,545
0.2,6,3,2,beta_bimodal,flat,3,0.9615905751041124,0.9920963341935568,0.9758489950642654,0.9738600758951268,559,558,0.9974997626943141,1.0,0.999078075523918,0.99973446387744,560,559,0.9829000160931597,0.9996323251532317,0.9920730813727644,0.9936869028719018,559,558,0.977596858522834,0.9921977029181533,0.9827047966223087,0.9783198284259388,560,558
0.2,6,3,2,beta_bimodal,log_uniform,3,0.9823384238423238,0.9977958376083605,0.992625826028509,0.9977432166348427,562,561,0.9574580207187695,0.9969225736817616,0.9835916516956852,0.9963943606865245,562,563,0.9675845427386207,0.9971178800380295,0.9808497770960908,0.9778469085116223,562,561,0.9720574910239578,1.0172070154776223,0.9954454442750679,0.9970718263236235,562,563
0.2,6,3,2,homogeneous,flat,3,1.0,1.0,1.0,1.0,552,552,1.0,1.0,1.0,1.0,552,552,1.0000000000000009,1.0000000000000009,1.0000000000000009,1.0000000000000009,552,552,0.9999999999999992,0.9999999999999992,0.9999999999999992,0.9999999999999992,552,552
0.2,6,3,2,homogeneous,log_uniform,3,0.9466611000686252,0.9719207781258691,0.9632781182442938,0.9712524765383871,555,556,0.9854504429856433,1.0,0.9934774539605135,0.994981918895897,557,556,0.92816754683389,0.9712524765383869,0.944956477798724,0.9354494100238954,555,557,0.9854504429856435,1.038988071093061,1.0130817497485387,1.0148067351669117,557,556
0.2,6,3,3,beta_bimodal,flat,3,0.9912715084606654,0.9935790461803762,0.9921683455906786,0.9916544821309943,570,572,0.9559646779797574,0.9740613593895414,0.9658830360550588,0.9676230707958774,570,572,0.9703649270616624,0.9726698134516928,0.9714593757233355,0.9713433866566512,572,570,0.9742468978381341,0.997363908559652,0.986489059898064,0.9878563732964062,570,572
0.2,6,3,3,beta_bimodal,log_uniform,3,0.97907669888969,0.9880764535645319,0.9843231703379921,0.9858163585597547,575,574,0.8074204149287024,0.9661962774262463,0.8747504011037699,0.8506345109563608,575,574,0.9805798557870993,0.9866280718111508,0.9835687329108778,0.9834982711343835,575,574,0.8061826987359351,0.9676146650622681,0.8754789349096095,0.8526394409306254,575,574
0.2,6,3,3,homogeneous,flat,3,0.9904912836767037,0.9904912836767037,0.9904912836767036,0.9904912836767037,564,564,0.9172000000000002,0.9172000000000002,0.9172000000000002,0.9172000000000002,564,564,0.9904912836767045,0.9904912836767045,0.9904912836767045,0.9904912836767045,564,564,0.9171999999999995,0.9171999999999995,0.9171999999999995,0.9171999999999995,564,564
0.2,6,3,3,homogeneous,log_uniform,3,0.9580287684424252,0.9873166912813917,0.9733597472052321,0.9747337818918791,569,567,0.977402176093203,0.9883806787031233,0.9831112769921905,0.9835509761802447,569,568,0.9430049910051029,0.9712132447627381,0.9546895229701633,0.949850333142649,569,567,0.9929739629877002,1.0142735158218579,1.0023688234601833,0.9998589915709918,569,568
0.25,4,2,2,beta_bimodal,flat,3,0.9705640402040373,0.9859712539439155,0.9785586045363431,0.9791405194610763,584,582,0.9999999999999997,1.0,0.9999999999999999,1.0,582,583,0.9974293889213194,0.9994412019124138,0.9981247187574661,0.9975035654386653,583,582,0.9729930536912107,0.9865225208419224,0.9803931901124553,0.9816639958042326,584,582
0.25,4,2,2,beta_bimodal,log_uniform,3,0.9857429136283885,0.987841643640531,0.987035474220189,0.9875218653916477,585,587,0.9525071262488201,1.0,0.98416904208294,1.0,587,585,0.9857429136283883,0.9999659537608073,0.9911835036765754,0.9878416436405305,585,586,0.9525071262488204,1.0000000000000002,0.9800208713969423,0.9875554879420062,587,585
0.25,4,2,2,homogeneous,flat,3,1.0,1.0,1.0,1.0,576,576,1.0,1.0,1.0,1.0,576,576,1.0,1.0,1.0,1.0,576,576,1.0,1.0,1.0,1.0,576,576
0.25,4,2,2,homogeneous,log_uniform,3,0.995011631926117,1.0,0.9981558933206398,0.9994560480358023,579,580,0.9994541845224322,1.0,0.9998180615074773,1.0,580,579,0.9891237851723494,1.0000000000000002,0.9930066025964713,0.9898960226170646,579,580,0.9994541845224321,1.0096576056477762,1.0050214595180063,1.0059525883838105,580,581
0.25,4,2,3,beta_bimodal,flat,3,1.0,1.0,1.0,1.0,594,594,0.8657230671432927,0.96255288263956,0.9111173939481967,0.9050762320617375,594,595,0.9172689969297831,0.9667669434478167,0.9367717836982887,0.9262794107172666,594,595,0.9438050016309052,0.9956410789210189,0.9721851288123879,0.9771093058852399,594,595
0.25,4,2,3,beta_bimodal,log_uniform,3,0.9954256944015871,1.0,0.9984752314671956,1.0,598,597,0.8702745444916012,1.0,0.9364248410575783,0.9389999786811336,598,597,0.917295199822697,0.9907888894907116,0.9633210680651437,0.9818791148820225,599,597,0.8822813619726156,1.0236617163838118,0.9717466074002138,1.009296743844214,598,599
0.25,4,2,3,homogeneous,flat,3,1.0,1.0,1.0,1.0,588,588,0.8958333333333334,0.8958333333333334,0.8958333333333334,0.8958333333333334,588,588,1.0,1.0,1.0,1.0,588,588,0.8958333333333334,0.8958333333333334,0.8958333333333334,0.8958333333333334,588,588
0.25,4,2,3,homogeneous,log_uniform,3,0.9816960130729453,1.0,0.9892092683572266,0.9859317919987346,593,591,0.889488251199886,0.9588158812939045,0.924376581248597,0.9248256112520007,591,593,0.9782282112362752,0.9999999999999998,0.9866414081030733,0.9816960130729453,592,591,0.8894882511998861,0.9588158812939045,0.9268042590663893,0.9321086447053774,591,593
0.25,4,3,2,beta_bimodal,flat,3,0.9995486840223654,0.9999888245113239,0.99971114952703,0.9995959400474008,608,607,0.9998668234680913,1.0,0.9999549491769645,0.9999980240628024,606,608,0.999177355121925,0.9999776851338429,0.9994632281474684,0.9992346441866371,608,607,1.0000091636668513,1.0003716346237603,1.0002030487327227,1.0002283479075567,607,608
0.25,4,3,2,beta_bimodal,log_uniform,3,0.9921045300850871,0.9999126765765585,0.9952114744571986,0.99361721670995,609,611,0.9730077769433476,1.0,0.9845232777659542,0.9805620563545151,609,610,0.9963822920820944,0.9997600872290301,0.9984115138795743,0.9990921623275981,610,611,0.9662025784133708,0.9972248850726096,0.981379726356682,0.9807117155840658,609,610
0.25,4,3,2,homogeneous,flat,3,0.9539748953974896,0.9539748953974896,0.9539748953974896,0.9539748953974896,600,600,0.956140350877193,0.956140350877193,0.956140350877193,0.956140350877193,600,600,0.9372384937238494,0.9372384937238494,0.9372384937238495,0.9372384937238494,600,600,0.9732142857142857,0.9732142857142857,0.9732142857142857,0.9732142857142857,600,600
0.25,4,3,2,homogeneous,log_uniform,3,0.9569935141439367,0.9818213514211972,0.9682942538697926,0.9660678960442441,604,605,0.9510178654551726,0.9972349915260385,0.9763048134079017,0.9806615832424938,604,605,0.9424871113384187,0.9791066070646012,0.960915502780635,0.9611527899388853,604,605,0.9656555703803311,1.0,0.9837773410145779,0.985676452663403,604,605
0.25,4,3,3,beta_bimodal,flat,3,0.9947770391252189,0.9994013582871684,0.9972267432748124,0.99750183241205,620,618,0.9345042829098335,0.9926082632998204,0.9564287177957373,0.9421736071775582,620,618,0.9934823770961223,0.9993777927901586,0.9970302610154315,0.9982306131600137,620,618,0.9357220873108011,0.9926316691701824,0.9566131695302288,0.9414857521097029,620,618
0.25,4,3,3,beta_bimodal,log_uniform,3,0.9943043988758691,0.9999996315956942,0.9977036901260021,0.9988070399064432,623,621,0.9318309662712304,0.992365904229906,0.9627202207749722,0.9639637918237806,622,621,0.9929496387177702,0.999995032653687,0.9974882895861437,0.9995201973869738,623,621,0.9311661050448903,0.9923704680858197,0.9629385258055079,0.9652790042858136,622,621
0.25,4,3,3,homogeneous,flat,3,0.9421487603305785,0.9421487603305785,0.9421487603305785,0.9421487603305785,612,612,0.8771929824561403,0.8771929824561403,0.8771929824561403,0.8771929824561403,612,612,0.9256198347107438,0.9256198347107438,0.9256198347107438,0.9256198347107438,612,612,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.8928571428571429,612,612
0.25,4,3,3,homogeneous,log_uniform,3,0.9564555747685408,0.9791994427381058,0.9688453323163225,0.9708809794423213,616,617,0.9367273167567803,0.9680643754725741,0.9559134182049319,0.9629485623854416,616,617,0.9469080353604912,0.9756948719183594,0.9630271958809974,0.9664786803641419,616,617,0.9461722054232148,0.971541538527912,0.9616828419228894,0.9673347818175416,616,617
0.25,5,2,2,beta_bimodal,flat,3,0.9954910648291283,0.9997359836838017,0.9976261622190247,0.997651438144144,631,632,0.9999999999999999,1.0,1.0,1.0,630,631,0.9954910648291286,0.9999685101635502,0.9977036710456076,0.9976514381441441,631,632,0.9997674661978001,0.9999999999999998,0.9999224887325999,0.9999999999999998,632,630
0.25,5,2,2,beta_bimodal,log_uniform,3,0.9740665639871934,0.9999939945644488,0.9893920725835121,0.9941156591988943,634,633,0.845661775122835,1.0,0.948553925040945,1.0,635,633,0.9659355189980667,0.9999881430607159,0.978693962583406,0.9701582256914353,635,633,0.8703330569182919,1.0040285576025216,0.9581224886979761,1.0000058515731145,635,634
0.25,5,2,2,homogeneous,flat,3,1.0,1.0,1.0,1.0,624,624,1.0,1.0,1.0,1.0,624,624,1.0,1.0,1.0,1.0,624,624,1.0,1.0,1.0,1.0,624,624
0.25,5,2,2,homogeneous,log_uniform,3,0.9936643710452913,1.0,0.9978881236817637,1.0,627,628,0.9804289114922695,1.0,0.9934292938461405,0.9998589700461518,629,627,0.976620416992568,1.0000000000000002,0.9922068056641894,1.0000000000000002,627,628,0.9804289114922693,1.0174519739257644,0.9992466184880616,0.9998589700461514,629,627
0.25,5,2,3,beta_bimodal,flat,3,0.9866231009466547,0.9959497628250397,0.9915575660005942,0.992099834230088,644,643,0.9655850421774691,0.9936590378696168,0.9817316727469794,0.9859509381938524,642,643,0.9920998342300876,0.9989167696688911,0.9954892401584207,0.995451116576283,642,643,0.9655850421774693,0.990707647668418,0.9778332877937338,0.9772071735353143,642,643
0.25,5,2,3,beta_bimodal,log_uniform,3,0.9975563513116906,1.0,0.9991854455920821,0.9999999854645559,646,647,0.8986158537119219,0.9951268680513937,0.9544557630704898,0.9696245674481538,647,645,0.9776587169720907,0.9999999825669462,0.9891913826926965,0.9899154485390527,647,646,0.919150863294123,1.0052644951196803,0.9638901736405904,0.967255162507968,647,645
0.25,5,2,3,homogeneous,flat,3,1.0,1.0,1.0,1.0,636,636,1.0,1.0,1.0,1.0,636,636,1.0,1.0,1.0,1.0,636,636,1.0,1.0,1.0,1.0,636,636
0.25,5,2,3,homogeneous,log_uniform,3,0.989394588739596,1.0,0.9955970247905054,0.9973964856319203,640,641,0.9460376624806739,0.9894819588846674,0.9640712609345883,0.9566941614384236,639,641,0.9893945887395961,0.9973964856319201,0.9931200334528832,0.9925690259871334,640,639,0.9460376624806741,0.996889821239993,0.9665405483863635,0.9566941614384235,639,641
0.25,5,3,2,beta_bimodal,flat,3,0.9834766649289166,0.9986215159959609,0.9924987419919046,0.9953980450508362,655,654,0.9612908855231678,0.9862696118804543,0.9770790882495194,0.9836767673449361,656,655,0.9573674765117364,0.9999969458645962,0.971585273828038,0.9573913991077816,656,654,0.9823237848058555,1.013141698909004,0.9983142638994676,0.9994773079835433,654,655
0.25,5,3,2,beta_bimodal,log_uniform,3,0.9961277287704228,0.999332085055682,0.9982523665108761,0.9992972857065234,659,657,0.9898756249623728,0.9943311075132677,0.9922015050506499,0.9923977826763091,658,657,0.9699310897803364,0.9991802009478287,0.9892302352423222,0.9985794149988015,659,657,0.9905872385854608,1.0192012192516036,1.0014235707845591,0.9944822545166133,658,659
0.25,5,3,2,homogeneous,flat,3,0.9715370018975332,0.9715370018975332,0.9715370018975332,0.9715370018975332,648,648,1.0,1.0,1.0,1.0,648,648,0.9715370018975332,0.9715370018975332,0.9715370018975332,0.9715370018975332,648,648,1.0,1.0,1.0,1.0,648,648
0.25,5,3,2,homogeneous,log_uniform,3,0.9558713053908637,0.9774482242063061,0.9660270700691345,0.9647616806102335,653,651,0.9871069473273393,0.999736255628827,0.9948703644231415,0.9977678903132583,653,652,0.9420203903260472,0.9632864976925436,0.9520257746596988,0.9507704359605055,652,651,0.9924027616077125,1.0238708631493836,1.0095700562354315,1.0124365439491987,653,652
0.25,5,3,3,beta_bimodal,flat,3,0.9951768861398783,0.9981886763516927,0.9969119498263952,0.9973702869876148,666,667,0.9931658507260355,0.9992583930662499,0.9955446954542942,0.9942098425705974,667,668,0.986467060998048,0.9938569827282058,0.9907953627869285,0.9920620446345316,666,668,0.9992992991674594,1.0029880311441879,1.0016927072435329,1.0027907914189513,667,666
0.25,5,3,3,beta_bimodal,log_uniform,3,0.991966324754564,0.9999637050074444,0.9970538846898389,0.9992316243075083,670,669,0.9504155407110875,0.9998807284531943,0.9831189940357422,0.9990607129429447,670,669,0.9792238440834337,0.999496287449746,0.9924536795009624,0.9986409069697078,670,669,0.9627831436143733,1.0003483257959276,0.9875943826717363,0.9996516786049079,670,669
0.25,5,3,3,homogeneous,flat,3,0.9625818521983162,0.9625818521983162,0.9625818521983162,0.9625818521983162,660,660,0.9319727891156463,0.9319727891156463,0.9319727891156463,0.9319727891156463,660,660,0.9579045837231057,0.9579045837231057,0.9579045837231058,0.9579045837231057,660,660,0.9365234375,0.9365234375,0.9365234375,0.9365234375,660,660
0.25,5,3,3,homogeneous,log_uniform,3,0.9664093676183715,0.9854330232544783,0.9734663513159751,0.9685566630750757,663,664,0.9688092979142275,0.9858368840509149,0.9794675660894221,0.9837565163031241,665,663,0.9433127185094596,0.9722871401440507,0.9601843461386227,0.9649531797623577,665,664,0.9873245870075692,0.9970574719966514,0.9930392047242037,0.9947355551683905,663,664
0.25,6,2,2,beta_bimodal,flat,3,0.9991942549236045,1.0,0.9997314183078682,1.0,678,679,1.0,1.0,1.0,1.0,678,678,0.9991942549236044,1.0000000000000002,0.9997314183078684,1.0000000000000002,678,679,0.9999999999999998,1.0000000000000002,1.0,0.9999999999999999,679,678
0.25,6,2,2,beta_bimodal,log_uniform,3,0.9907923541791678,0.9918381876862571,0.9912640675378156,0.9911616607480223,683,681,0.8992662890842511,1.0,0.9548034614764314,0.9651440953450428,681,683,0.9749892651692283,0.991838187686257,0.9859963712011691,0.9911616607480221,683,681,0.8992662890842512,1.0162084748771019,0.9602062864354654,0.965144095345043,681,683
0.25,6,2,2,homogeneous,flat,3,1.0,1.0,1.0,1.0,672,672,1.0,1.0,1.0,1.0,672,672,1.0,1.0,1.0,1.0,672,672,1.0,1.0,1.0,1.0,672,672
0.25,6,2,2,homogeneous,log_uniform,3,0.9931280525403547,1.0,0.9977093508467849,1.0,676,675,0.9985940065025035,1.0,0.9995313355008345,1.0,676,675,0.9931280525403546,1.0000000000000002,0.9977093508467849,1.0,676,675,0.9985940065025036,1.0,0.9995313355008344,0.9999999999999997,676,677
0.25,6,2,3,beta_bimodal,flat,3,0.9838267959777832,0.9988455478368893,0.9912128219665718,0.9909661220850431,690,691,0.9262040597495785,0.9992423009116481,0.9569006774405434,0.9452556716604037,690,691,0.9827724635728163,0.9999523203956036,0.9916354527668756,0.992181574332207,692,691,0.9184048525980211,0.9981363142204848,0.9565592362123221,0.9531365418184604,690,691
0.25,6,2,3,beta_bimodal,log_uniform,3,0.9747816802721233,1.0,0.9908615662353549,0.9978030184339417,695,694,0.8761249891286199,0.9728783694514198,0.9405995514703148,0.9727952958309046,695,693,0.9800227532616533,0.9967554174197238,0.9880551156185599,0.9873871761743023,694,693,0.8649399239112975,0.9926252146629303,0.9438220046657531,0.9739008754230315,695,694
0.25,6,2,3,homogeneous,flat,3,1.0,1.0,1.0,1.0,684,684,1.0,1.0,1.0,1.0,684,684,1.0,1.0,1.0,1.0,684,684,1.0,1.0,1.0,1.0,684,684
0.25,6,2,3,homogeneous,log_uniform,3,0.9847403697875844,1.0,0.9939759217435012,0.9971873954429191,688,689,0.9267309930245936,0.981144044734786,0.9513383660333159,0.9461400603405682,689,688,0.9784203126216243,0.9971873954429189,0.9854385986340214,0.9807080878375211,688,687,0.9449610995541518,0.9874816957123603,0.9595276185356935,0.9461400603405684,689,688
0.25,6,3,2,beta_bimodal,flat,3,0.9664463086565322,0.9999823570677816,0.9799563698442121,0.973440443808322,703,702,0.997667252142686,0.9999761299780224,0.9989405000500469,0.9991781180294321,703,702,0.9901159393589833,0.999811820807199,0.9935953483999068,0.9908582850335385,703,702,0.9738171003741619,1.0001466942645505,0.9851926069774345,0.9816140262935911,703,702
0.25,6,3,2,beta_bimodal,log_uniform,3,0.9693349403842121,0.9984828290676484,0.9842090527901872,0.984809388918701,705,706,0.9013069738968902,0.9804516225790052,0.9382598931128383,0.9330210828626198,707,706,0.988767756555555,0.9946649679671427,0.9913114679869338,0.990501679438104,705,706,0.8961272743071877,0.9842149280449879,0.9316753633963065,0.9146838878367441,707,706
0.25,6,3,2,homogeneous,flat,3,1.0,1.0,1.0,1.0,696,696,1.0,1.0,1.0,1.0,696,696,1.0,1.0,1.0,1.0,696,696,1.0,1.0,1.0,1.0,696,696
0.25,6,3,2,homogeneous,log_uniform,3,0.9524240511527953,0.9600740259164153,0.9560367000825298,0.9556120231783789,699,701,0.980752156497469,1.0,0.9875257418262294,0.9818250689812191,699,701,0.9185510816650306,0.951283959332531,0.9386931202537073,0.9462443197635604,699,701,0.9915450174758615,1.0169188853111562,1.005901371990736,1.00924021318519,700,699
0.25,6,3,3,beta_bimodal,flat,3,0.9409041640532535,0.9892801233083433,0.9693763581372196,0.9779447870500623,714,716,0.9035819188634234,0.998269271052457,0.9618022977718899,0.9835557033997891,714,716,0.9317346112732159,0.987624763754037,0.9647470739977031,0.9748818469658562,714,716,0.9124744103474349,0.9999424718836369,0.9663542592460361,0.9866458955070365,714,716
0.25,6,3,3,beta_bimodal,log_uniform,3,0.9789412823272181,0.9848552025919519,0.9821378548678942,0.9826170796845128,719,717,0.9660579024966549,0.9862549227293881,0.9742435484714388,0.9704178201882734,719,718,0.9524581493085542,0.9796657730805137,0.9697367501549223,0.9770863280756987,719,718,0.9781336729811646,0.9929191771407152,0.9867596432318094,0.9892260795735486,717,719
0.25,6,3,3,homogeneous,flat,3,0.9865125240847784,0.9865125240847784,0.9865125240847784,0.9865125240847784,708,708,0.8956163194444444,0.8956163194444444,0.8956163194444443,0.8956163194444444,708,708,0.9865125240847784,0.9865125240847784,0.9865125240847784,0.9865125240847784,708,708,0.8956163194444444,0.8956163194444444,0.8956163194444443,0.8956163194444444,708,708
0.25,6,3,3,homogeneous,log_uniform,3,0.9630529265057131,0.9679359820413649,0.9656603033822359,0.9659920015996296,711,712,0.9803912075099954,0.9859425930886081,0.9825157215236446,0.9812133639723305,711,712,0.9415220401511927,0.9543293120776309,0.9475340376573786,0.9467507607433123,713,712,0.9972726304140341,1.0067148946483817,1.0013291750208055,1.0000000000000007,711,713
0.3,4,2,2,beta_bimodal,flat,3,0.9519575732097284,0.9874528575629702,0.9657225666393909,0.9577572691454741,726,728,1.0,1.0,1.0,1.0,726,726,0.9885470971522947,0.9999996812768676,0.9944297587527031,0.994742497828947,728,727,0.956988944663973,0.9988930829977887,0.9712132006889099,0.9577575744049683,726,728
0.3,4,2,2,beta_bimodal,log_uniform,3,0.9640924919720387,1.0,0.9854791268149251,0.992344888472737,729,730,0.8855244712686715,1.0,0.9406808717385173,0.9365181439468807,731,729,0.9883367224931383,0.9999995337007207,0.993560381555532,0.9923448884727369,730,729,0.8855244712686716,0.9640929415278826,0.9323957758723802,0.9475699148205865,731,729
0.3,4,2,2,homogeneous,flat,3,1.0,1.0,1.0,1.0,720,720,1.0,1.0,1.0,1.0,720,720,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,720,720,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,720,720
0.3,4,2,2,homogeneous,log_uniform,3,1.0,1.0,1.0,1.0,723,723,0.9189433753527936,0.986663507269417,0.9588763934528665,0.9710222977363893,723,725,0.9936074585778497,1.0,0.9978691528592831,0.9999999999999998,725,724,0.9189433753527938,0.9930113736078717,0.9609923488990183,0.9710222977363893,723,725
0.3,4,2,3,beta_bimodal,flat,3,0.9883135866855896,1.0,0.9961045288951965,1.0,740,738,0.854916723619002,0.9592805100963534,0.9104856391767031,0.9172596838147541,739,740,0.9543670337530773,0.9986983682426379,0.9805538161209597,0.9885960463671638,739,740,0.8957944830271599,0.9493056078975903,0.9243136091592707,0.9278407365530619,739,740
0.3,4,2,3,beta_bimodal,log_uniform,3,1.0,1.0,1.0,1.0,741,741,0.867506614439699,0.9597175311437234,0.9180766800995036,0.9270058947150888,743,741,0.9598613709399784,0.9999999999999999,0.9817024671683378,0.9852460305650352,743,741,0.9037832344374505,0.9597175311437235,0.9347961630031524,0.9408877234282832,743,741
0.3,4,2,3,homogeneous,flat,3,1.0,1.0,1.0,1.0,732,732,0.8821428571428571,0.8821428571428571,0.8821428571428571,0.8821428571428571,732,732,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,732,732,0.8821428571428572,0.8821428571428572,0.8821428571428572,0.8821428571428572,732,732
0.3,4,2,3,homogeneous,log_uniform,3,0.9984382295192942,1.0,0.9994794098397648,1.0,736,735,0.8728351514394393,0.9340210079998971,0.9099561135061499,0.9230121810791133,735,736,0.9965416388008191,0.9999999999999998,0.9988472129336063,0.9999999999999998,736,735,0.8728351514394395,0.9357986111683557,0.9105486478956362,0.9230121810791135,735,736
