base_p,n,B,G,rate_mode,utility_mode,V_greedy_laminar,V_rollout_laminar,V_static_greedy,V_static_binary,ratio_greedylam_vs_greedystat,ratio_rollout_vs_greedystat
0.2,4,2,2,homogeneous,log_uniform,2.8048598937812166,2.8048598937812166,2.694059155103127,2.793061621067793,1.041127804661679,1.041127804661679
0.2,4,2,2,beta_bimodal,flat,2.644460269186974,2.644460269186974,2.633364811118796,2.633364811118796,1.004213414723752,1.004213414723752
0.2,4,2,2,beta_bimodal,flat,2.614772607419803,2.614772607419803,2.6147726074198028,2.6147726074198028,1.0000000000000002,1.0000000000000002
0.2,4,2,2,beta_bimodal,flat,2.7888055856044747,2.7888055856044747,2.822084320239191,2.822084320239191,0.9882077461697191,0.9882077461697191
0.2,4,2,2,beta_bimodal,log_uniform,2.6030235932324697,2.6030235932324697,2.5840696345729515,2.5840696345729515,1.0073349256559994,1.0073349256559994
0.2,4,2,2,beta_bimodal,log_uniform,3.4629196318402142,3.4629196318402142,3.4618961658328775,3.4618961658328775,1.0002956374074525,1.0002956374074525
0.2,4,2,2,beta_bimodal,log_uniform,2.807994435753941,2.807994435753941,2.7956983223089895,2.7956983223089895,1.0043982261415088,1.0043982261415088
0.2,4,2,3,homogeneous,flat,2.3360000000000003,2.3360000000000003,2.4064000000000005,2.560000000000001,0.9707446808510637,0.9707446808510637
0.2,4,2,3,homogeneous,log_uniform,2.484723104064991,2.541337963746104,2.5828839935096823,2.5828839935096823,0.9619956259393175,0.9839148680823545
0.2,4,2,3,homogeneous,log_uniform,2.554277619280396,2.6247483218481844,2.6392020519469694,2.6392020519469694,0.9678219283726597,0.9945234469304378
0.2,4,2,3,homogeneous,log_uniform,2.404551717605242,2.431584498203718,2.4472194823680344,2.560000000000001,0.9825647985110411,0.9936111230410819
0.2,4,2,3,beta_bimodal,flat,3.1874726427685545,3.1874726427685545,3.182884002603366,3.182884002603366,1.0014416611354466,1.0014416611354466
0.2,4,2,3,beta_bimodal,flat,2.5479841500922658,2.5479841500922658,2.6240797130316214,2.624079713031622,0.9710010475057399,0.9710010475057399
0.2,4,2,3,beta_bimodal,flat,3.0940097600599734,3.0940097600599734,3.0739620265587746,3.0739620265587746,1.0065217895757943,1.0065217895757943
0.2,4,2,3,beta_bimodal,log_uniform,3.089974937265207,3.089974937265207,3.0354454868378493,3.0354454868378493,1.0179642331459438,1.0179642331459438
0.2,4,2,3,beta_bimodal,log_uniform,3.7741846876547025,3.7741846876547025,3.7738170870259604,3.77381708702596,1.0000974081732805,1.0000974081732805
0.2,4,2,3,beta_bimodal,log_uniform,3.0184273053714716,3.18412104029532,3.1849637528237302,3.1849637528237302,0.947711666324425,0.9997354090677915
0.2,4,3,2,homogeneous,flat,2.8288,2.88,2.816000000000001,2.880000000000001,1.0045454545454542,1.0227272727272723
0.2,4,3,2,homogeneous,log_uniform,2.8884582886807033,3.000105108294692,2.8508829985929207,3.000105108294692,1.0131802287594154,1.052342418042207
0.2,4,3,2,homogeneous,log_uniform,3.017411116170658,3.053691523917605,2.954953219134085,3.0536915239176055,1.0211366787914415,1.0334145069181346
0.2,4,3,2,homogeneous,log_uniform,2.8649665549395,2.966936351978332,2.8373381618936167,2.966936351978332,1.0097374339854663,1.0456759761050909
0.2,4,3,2,beta_bimodal,flat,3.1356583912464986,3.1416866178391545,3.135478413464344,3.135478413464344,1.000057400421378,1.0019799863230285
0.2,4,3,2,beta_bimodal,flat,2.97858110704034,3.023587520029366,2.9918497646556275,3.0582153279106468,0.9955650655417135,1.0106080712169019
0.2,4,3,2,beta_bimodal,flat,3.024621166127008,3.1960782970322303,3.024354377651192,3.1975153927896107,1.000088213364739,1.056780356379534
0.2,4,3,2,beta_bimodal,log_uniform,1.9206376395921096,1.922396263281914,1.9209888318220159,1.9424085623722431,0.9998171815347968,1.0007326598867123
0.2,4,3,2,beta_bimodal,log_uniform,3.1441268626858374,3.144722833398633,3.1797773746002065,3.180518887010071,0.9887883622925484,0.9889757875876511
0.2,4,3,2,beta_bimodal,log_uniform,2.936465473883475,2.949563978231104,2.8721822849323395,2.9531132698789926,1.0223813054235342,1.026941776538597
0.2,4,3,3,homogeneous,flat,2.624,2.8800000000000003,2.764800000000001,2.880000000000001,0.9490740740740737,1.0416666666666663
0.2,4,3,3,homogeneous,log_uniform,2.9975207291678356,3.0307515020493807,2.926742899791435,3.06190535162583,1.0241831386629294,1.0355373211173955
0.2,4,3,3,homogeneous,log_uniform,3.103586806613769,3.10358680661377,3.1004302133535604,3.1228888200974456,1.001018114597972,1.0010181145979722
0.2,4,3,3,homogeneous,log_uniform,2.850083964808682,2.9119355200723587,2.7929156366693526,2.9699213531320563,1.0204690494008277,1.0426149224990344
0.2,4,3,3,beta_bimodal,flat,3.1058873882476705,3.142580879834526,3.1009583577955255,3.196270949245346,1.001589518427345,1.0134224704870238
0.2,4,3,3,beta_bimodal,flat,3.0902049997067325,3.0937848620477895,3.187116410202148,3.1987958918226744,0.9695927609718942,0.9707159902112146
0.2,4,3,3,beta_bimodal,flat,3.094115876588798,3.1109107008434016,3.1265388652567903,3.1854012903941618,0.9896297503196624,0.995001448858655
0.2,4,3,3,beta_bimodal,log_uniform,3.093600070962104,3.096839581810814,3.1065995687819496,3.243120742468901,0.9958155219132595,0.9968583054381346
0.2,4,3,3,beta_bimodal,log_uniform,3.4464033717757716,3.4543085255187975,3.3557636006809566,3.4458750210650595,1.027010177676527,1.029365872142437
0.2,4,3,3,beta_bimodal,log_uniform,2.812466807741497,2.8377149472037564,2.798300651178905,3.001864296204627,1.0050624140606994,1.0140850826762473
0.2,5,2,2,homogeneous,flat,2.5599999999999996,2.5599999999999996,2.5600000000000014,2.5600000000000014,0.9999999999999993,0.9999999999999993
0.2,5,2,2,homogeneous,log_uniform,3.2205560012489745,3.2205560012489745,3.1170482063478078,3.1917342287380635,1.0332069920158358,1.0332069920158358
0.2,5,2,2,homogeneous,log_uniform,3.0290994200298975,3.0290994200298975,2.942670577231333,2.972259646129919,1.029370886251183,1.029370886251183
0.2,5,2,2,homogeneous,log_uniform,3.1700196995585497,3.1700196995585497,3.021827838278385,3.0928410444273156,1.0490404712680765,1.0490404712680765
0.2,5,2,2,beta_bimodal,flat,3.846794574839036,3.846794574839036,3.8467945748390355,3.846794574839035,1.0000000000000002,1.0000000000000002
0.2,5,2,2,beta_bimodal,flat,3.1954913995707748,3.1954913995707748,3.1954913995707748,3.1954913995707748,1.0,1.0
0.2,5,2,2,beta_bimodal,flat,3.9960489178166902,3.9960489178166902,3.99604891781669,3.99604891781669,1.0000000000000002,1.0000000000000002
0.2,5,2,2,beta_bimodal,log_uniform,4.518121876845443,4.518121876845445,4.518121876845444,4.518121876845444,0.9999999999999998,1.0000000000000002
0.2,5,2,2,beta_bimodal,log_uniform,3.407152899938993,3.407152899938993,3.4071528999389935,3.415382355367179,0.9999999999999999,0.9999999999999999
0.2,5,2,2,beta_bimodal,log_uniform,4.243142392249088,4.243142392249088,4.243142392249087,4.246673114849322,1.0000000000000002,1.0000000000000002
0.2,5,2,3,homogeneous,flat,2.8159999999999994,2.8159999999999994,2.8160000000000016,2.8160000000000016,0.9999999999999992,0.9999999999999992
0.2,5,2,3,homogeneous,log_uniform,3.049430979727759,3.136156948069963,3.11399906872888,3.1361569480699645,0.9792652189111034,1.007115570317151
0.2,5,2,3,homogeneous,log_uniform,2.8114087418039166,2.8114087418039166,2.8409112920086472,2.947653632336475,0.9896151103740127,0.9896151103740127
0.2,5,2,3,homogeneous,log_uniform,2.8761107074225785,2.8761107074225785,2.8966609247032498,2.922737046325846,0.992905549591457,0.992905549591457
0.2,5,2,3,beta_bimodal,flat,3.715688783909595,3.715688783909595,3.767839307960917,3.767839307960917,0.986159037106191,0.986159037106191
0.2,5,2,3,beta_bimodal,flat,3.9745024216370703,3.9745024216370703,3.9782784331001935,3.9782784331001935,0.9990508428390266,0.9990508428390266
0.2,5,2,3,beta_bimodal,flat,3.5520509244220557,3.5520509244220557,3.552967160214657,3.552967160214657,0.9997421209509446,0.9997421209509446
0.2,5,2,3,beta_bimodal,log_uniform,4.293893775550767,4.293893775550767,4.3110442627961145,4.3110442627961145,0.9960217325084425,0.9960217325084425
0.2,5,2,3,beta_bimodal,log_uniform,3.005927613064141,3.005927613064141,3.3553314490508366,3.3553314490508366,0.8958660742486303,0.8958660742486303
0.2,5,2,3,beta_bimodal,log_uniform,3.68231172748408,3.68231172748408,3.6724547511215646,3.6724547511215646,1.0026840293565238,1.0026840293565238
0.2,5,3,2,homogeneous,flat,3.36,3.36,3.3600000000000017,3.3600000000000017,0.9999999999999994,0.9999999999999994
0.2,5,3,2,homogeneous,log_uniform,3.624289537952084,3.64954797472198,3.503566055733104,3.649547974721984,1.0344573158600598,1.0416666666666656
0.2,5,3,2,homogeneous,log_uniform,3.5351858716490914,3.566019032608442,3.43128507119687,3.566019032608444,1.0302804338014326,1.0392663269346418
0.2,5,3,2,homogeneous,log_uniform,3.548461972257442,3.647347786304491,3.4636014293487194,3.647347786304492,1.0245006663265754,1.0530506643746023
0.2,5,3,2,beta_bimodal,flat,3.923564378220125,3.923564378220125,3.828308283526807,3.828308283526807,1.0248820334305897,1.0248820334305897
0.2,5,3,2,beta_bimodal,flat,3.916404625951315,3.916404625951315,3.8139146736666047,3.8139146736666047,1.026872639021622,1.026872639021622
0.2,5,3,2,beta_bimodal,flat,3.980478207071408,3.980478207071408,3.9397058807408287,3.9397058807408287,1.0103490787294285,1.0103490787294285
0.2,5,3,2,beta_bimodal,log_uniform,4.123404064604604,4.123404064604604,4.034650003539738,4.054012344032714,1.021997957936128,1.021997957936128
0.2,5,3,2,beta_bimodal,log_uniform,4.19519659830209,4.19519659830209,4.190809119717941,4.190809119717941,1.0010469287573862,1.0010469287573862
0.2,5,3,2,beta_bimodal,log_uniform,4.410754671853144,4.410754671853144,4.434627906604163,4.434627906604163,0.9946166318226007,0.9946166318226007
0.2,5,3,3,homogeneous,flat,3.192319999999999,3.36,3.174400000000002,3.3600000000000017,1.0056451612903217,1.058467741935483
0.2,5,3,3,homogeneous,log_uniform,3.447236046591437,3.49081823243513,3.3590142650799395,3.4918761292154916,1.0262641878090977,1.0392388828846053
0.2,5,3,3,homogeneous,log_uniform,3.4734101141954863,3.5161940546485986,3.351888329117186,3.5166202143169607,1.036254723650148,1.0490188542691359
0.2,5,3,3,homogeneous,log_uniform,3.452772552069407,3.496622195026963,3.3187349150853658,3.4966221950269647,1.040388172123893,1.0536009306235963
0.2,5,3,3,beta_bimodal,flat,3.998011489641214,3.998011489641214,3.9980087792109607,3.9980087792109607,1.0000006779450479,1.0000006779450479
0.2,5,3,3,beta_bimodal,flat,3.659739421439648,3.84048925542036,3.874197127838508,3.874197127838508,0.9446446065281893,0.9912993915110989
0.2,5,3,3,beta_bimodal,flat,3.999301412142485,3.999301412142485,3.9993134887912043,3.999313488791204,0.9999969803195591,0.9999969803195591
0.2,5,3,3,beta_bimodal,log_uniform,4.694012587464954,4.694012587464954,4.698978232153246,4.699040772710128,0.9989432501188632,0.9989432501188632
0.2,5,3,3,beta_bimodal,log_uniform,4.374912405196934,4.374912405196934,4.401688451154721,4.4036092108968585,0.9939168693434534,0.9939168693434534
0.2,5,3,3,beta_bimodal,log_uniform,3.6723526349201863,3.672352729696215,3.8350693878238453,3.8350693878238458,0.9575713666562914,0.9575713913692807
0.2,6,2,2,homogeneous,flat,2.559999999999999,2.559999999999999,2.560000000000001,2.5600000000000014,0.9999999999999993,0.9999999999999993
0.2,6,2,2,homogeneous,log_uniform,3.0120929105125755,3.0120929105125755,3.0120929105125778,3.0120929105125778,0.9999999999999992,0.9999999999999992
0.2,6,2,2,homogeneous,log_uniform,3.320188454393582,3.320188454393582,3.303388514227055,3.303388514227055,1.0050856688803549,1.0050856688803549
0.2,6,2,2,homogeneous,log_uniform,3.6678360902771945,3.6678360902771945,3.5446291354026362,3.6237281728057145,1.0347587716988518,1.0347587716988518
0.2,6,2,2,beta_bimodal,flat,2.985424749037483,2.985424749037483,2.9854247490374823,2.9854247490374823,1.0000000000000002,1.0000000000000002
0.2,6,2,2,beta_bimodal,flat,3.7631335148220777,3.7631335148220777,3.7631335148220777,3.7631335148220777,1.0,1.0
0.2,6,2,2,beta_bimodal,flat,3.659439148322235,3.659439148322235,3.6594391483222357,3.659439148322236,0.9999999999999998,0.9999999999999998
0.2,6,2,2,beta_bimodal,log_uniform,2.8703197524634843,2.8703197524634843,3.226686995396457,3.245199851301082,0.889556302349312,0.889556302349312
0.2,6,2,2,beta_bimodal,log_uniform,2.6395828835702018,2.6395828835702018,2.826671627972992,3.12127907784085,0.9338130603670609,0.9338130603670609
0.2,6,2,2,beta_bimodal,log_uniform,3.9028531575734657,3.9028531575734657,3.9495192823406926,3.9495192823406926,0.9881843532260032,0.9881843532260032
0.2,6,2,3,homogeneous,flat,3.0719999999999987,3.0719999999999987,3.071999999999999,3.071999999999999,0.9999999999999999,0.9999999999999999
0.2,6,2,3,homogeneous,log_uniform,3.1245155405128417,3.1245155405128417,3.2329984538414527,3.328606727618872,0.966445108193692,0.966445108193692
0.2,6,2,3,homogeneous,log_uniform,3.5152467643737175,3.728560370729475,3.3921159044688776,3.728560370729475,1.0362991310947316,1.0991842483381407
0.2,6,2,3,homogeneous,log_uniform,3.4507355926969248,3.5680844699356133,3.3379895732183527,3.5680844699356165,1.0337766242241035,1.0689321795859934
0.2,6,2,3,beta_bimodal,flat,3.805304186263966,3.805304186263966,3.9026464883587644,3.902646488358765,0.9750573611047884,0.9750573611047884
0.2,6,2,3,beta_bimodal,flat,3.30453784611861,3.30453784611861,3.9137489146577966,3.9137489146577966,0.844340788889761,0.844340788889761
0.2,6,2,3,beta_bimodal,flat,3.385439171991536,3.385439171991536,3.9291383521646153,3.9291383521646153,0.8616238138131359,0.8616238138131359
0.2,6,2,3,beta_bimodal,log_uniform,4.098089606503908,4.098089606503908,4.243691468933553,4.243691468933553,0.9656898095689705,0.9656898095689705
0.2,6,2,3,beta_bimodal,log_uniform,4.238633046032232,4.238633046032232,4.674331248655034,4.683099817753413,0.9067891898443939,0.9067891898443939
0.2,6,2,3,beta_bimodal,log_uniform,4.699759520392342,4.699759520392342,5.233888463118646,5.248297431456675,0.897947969948133,0.897947969948133
0.2,6,3,2,homogeneous,flat,3.8399999999999985,3.8399999999999985,3.8400000000000016,3.8400000000000016,0.9999999999999992,0.9999999999999992
0.2,6,3,2,homogeneous,log_uniform,3.9697840108094775,3.9697840108094775,3.85850222358781,3.9118621046169366,1.0288406694549452,1.0288406694549452
0.2,6,3,2,homogeneous,log_uniform,4.18204267774368,4.18204267774368,3.9483888407189385,4.025111350262171,1.0591770077493676,1.0591770077493676
0.2,6,3,2,homogeneous,log_uniform,4.0183935522038965,4.0183935522038965,4.005935589845827,4.07772260980397,1.0031098758526342,1.0031098758526342
0.2,6,3,2,beta_bimodal,flat,4.687788772150893,4.687788772150893,4.723258843065681,4.724651909960721,0.9924903393836096,0.9924903393836096
0.2,6,3,2,beta_bimodal,flat,4.125370871270703,4.125370871270703,4.153066867103285,4.216791637462967,0.9933311943393053,0.9933311943393053
0.2,6,3,2,beta_bimodal,flat,4.355284891890261,4.355284891890261,4.419206449655495,4.455092969990895,0.9855355122025999,0.9855355122025999
0.2,6,3,2,beta_bimodal,log_uniform,5.422806323050287,5.422806323050287,5.414371350956211,5.438731874558239,1.0015578857723875,1.0015578857723875
0.2,6,3,2,beta_bimodal,log_uniform,4.248249871248166,4.2871820068252875,4.358285239652218,4.370368944714467,0.974752600540475,0.9836855026880701
0.2,6,3,2,beta_bimodal,log_uniform,4.991630858807134,4.991630858807134,4.907192717760946,4.907192717760946,1.0172070154776223,1.0172070154776223
0.2,6,3,3,homogeneous,flat,3.5220479999999994,3.6159999999999983,3.5328,3.8400000000000016,0.9969565217391303,1.0235507246376807
0.2,6,3,3,homogeneous,log_uniform,4.316400710382855,4.3479388480603784,4.148573697445401,4.317009445102723,1.0404541476606282,1.0480563116759243
0.2,6,3,3,homogeneous,log_uniform,4.288415385768185,4.289040367000814,4.097924535633409,4.22806601855646,1.0464847140249576,1.0466372256749878
0.2,6,3,3,homogeneous,log_uniform,3.814979766935915,3.831274170691483,3.773894339025505,3.8419736157605273,1.0108867456848352,1.0152044086323824
0.2,6,3,3,beta_bimodal,flat,4.264571375566688,4.277793457009118,4.288461114424762,4.37730044101739,0.99442929801142,0.9975124742580124
0.2,6,3,3,beta_bimodal,flat,4.479243530801751,4.479243530801751,4.500324969154089,4.534306455760198,0.995315574209233,0.995315574209233
0.2,6,3,3,beta_bimodal,flat,4.545269177045823,4.545269177045824,4.500193755441475,4.557282590674347,1.0100163290857964,1.0100163290857966
0.2,6,3,3,beta_bimodal,log_uniform,3.2216955748227285,3.2830673048402064,3.7784970060807455,3.7784970060807455,0.8526394409306254,0.8688818065904927
0.2,6,3,3,beta_bimodal,log_uniform,3.677489785199308,3.677500454774552,3.8005726018659023,3.8005726018659023,0.9676146650622681,0.9676174724222009
0.2,6,3,3,beta_bimodal,log_uniform,2.821240429263801,2.821240429263802,3.4995050547318898,3.4995050547318898,0.8061826987359351,0.8061826987359353
0.25,4,2,2,homogeneous,flat,2.25,2.25,2.25,2.25,1.0,1.0
0.25,4,2,2,homogeneous,log_uniform,2.3533666347333333,2.3533666347333333,2.2519171410034615,2.339440905971834,1.0450502782196798,1.0450502782196798
0.25,4,2,2,homogeneous,log_uniform,2.5126027869361076,2.513974953375878,2.3957908994167103,2.5139749533758784,1.0487571296592857,1.0493298701434843
0.25,4,2,2,homogeneous,log_uniform,2.384170747212921,2.384170747212921,2.2670105953939688,2.3613656093674296,1.051680460628192,1.051680460628192
0.25,4,2,2,beta_bimodal,flat,2.738724998218294,2.7387249982182955,2.776140372224853,2.776140372224853,0.9865225208419222,0.9865225208419227
0.25,4,2,2,beta_bimodal,flat,2.530627113119143,2.530627113119143,2.577895414251101,2.577895414251101,0.9816639958042326,0.9816639958042326
0.25,4,2,2,beta_bimodal,flat,2.489652716015223,2.489652716015223,2.5587569269588433,2.5587569269588433,0.9729930536912107,0.9729930536912107
0.25,4,2,2,beta_bimodal,log_uniform,1.7871005404025508,1.7871005404025508,1.7871005404025504,1.7871005404025504,1.0000000000000002,1.0000000000000002
0.25,4,2,2,beta_bimodal,log_uniform,2.5060796361337436,2.5060796361337436,2.537659571267465,2.537659571267465,0.9875554879420062,0.9875554879420062
0.25,4,2,2,beta_bimodal,log_uniform,2.4161853440229777,2.416185344022978,2.536658548202615,2.536658548202615,0.9525071262488204,0.9525071262488206
0.25,4,2,3,homogeneous,flat,2.015625,2.015625,2.07421875,2.25,0.9717514124293786,0.9717514124293786
0.25,4,2,3,homogeneous,log_uniform,2.226160075362255,2.502742529043244,2.377667841643446,2.5027425290432435,0.9362788343991444,1.0526039361803146
0.25,4,2,3,homogeneous,log_uniform,2.0972444505870995,2.186360684440893,2.2500000000000004,2.2500000000000004,0.9321086447053774,0.9717158597515078
0.25,4,2,3,homogeneous,log_uniform,2.157335732911285,2.237683338094544,2.156258616031161,2.25,1.0004995304701005,1.037762039051352
0.25,4,2,3,beta_bimodal,flat,2.4526496154932356,2.4526496154932356,2.598682578768952,2.598682578768952,0.9438050016309052,0.9438050016309052
0.25,4,2,3,beta_bimodal,flat,2.873027640803253,2.873027640803253,2.883501121191942,2.8856057686136927,0.9963677904226513,0.9963677904226513
0.25,4,2,3,beta_bimodal,flat,2.5235644237679584,2.5235644237679584,2.542420639076181,2.5826838497681317,0.9925833612981232,0.9925833612981232
0.25,4,2,3,beta_bimodal,log_uniform,2.8933454739006614,2.8933454739006614,2.866694548999013,2.866694548999013,1.009296743844214,1.009296743844214
0.25,4,2,3,beta_bimodal,log_uniform,1.7577765576144289,1.7577765576144289,1.9923083875243268,1.9923083875243268,0.8822813619726156,0.8822813619726156
0.25,4,2,3,beta_bimodal,log_uniform,2.640977991856578,2.640977991856578,2.578409952466446,2.579932363970882,1.0242661332152714,1.0242661332152714
0.25,4,3,2,homogeneous,flat,2.5546875,2.625,2.53125,2.625,1.0092592592592593,1.037037037037037
0.25,4,3,2,homogeneous,log_uniform,2.7333834245037076,2.7731041125288267,2.5681880288589536,2.7731041125288263,1.0643237153154048,1.0797901405065413
0.25,4,3,2,homogeneous,log_uniform,2.588338665019794,2.680395313207127,2.5583133432091145,2.6803953132071268,1.011736373845831,1.0477197096759363
0.25,4,3,2,homogeneous,log_uniform,2.872564977025886,2.872564977025886,2.836920336154517,2.872564977025886,1.0125645547451945,1.0125645547451945
0.25,4,3,2,beta_bimodal,flat,2.997291650574056,2.997291650574056,2.9966073815487104,2.9966073815487104,1.0002283479075567,1.0002283479075567
0.25,4,3,2,beta_bimodal,flat,2.9999481240732107,2.999948124073211,2.999920633799942,2.999920633799942,1.0000091636668513,1.0000091636668516
0.25,4,3,2,beta_bimodal,flat,2.9973210487278643,2.9973210487278643,2.996207554260729,2.996207554260729,1.0003716346237603,1.0003716346237603
0.25,4,3,2,beta_bimodal,log_uniform,2.5955649248727934,2.6155035056800884,2.686356860209425,2.686356860209425,0.9662025784133708,0.9736247422750033
0.25,4,3,2,beta_bimodal,log_uniform,2.65343772475216,2.65343772475216,2.6608218110792117,2.6608218110792117,0.9972248850726096,0.9972248850726096
0.25,4,3,2,beta_bimodal,log_uniform,3.017052791112207,3.017230451843558,3.0763910975769186,3.076391097576918,0.9807117155840658,0.9807694653062943
0.25,4,3,3,homogeneous,flat,2.34375,2.625,2.4609375,2.625,0.9523809523809523,1.0666666666666667
0.25,4,3,3,homogeneous,log_uniform,2.704873659629065,2.7532295442220485,2.5976660584123756,2.7962125527491444,1.041270740274526,1.059885867664125
0.25,4,3,3,homogeneous,log_uniform,2.548339159993086,2.628156769026486,2.464822743228918,2.6933143305062903,1.0338833358275337,1.066266033225416
0.25,4,3,3,homogeneous,log_uniform,2.756224536055018,2.7989668693297265,2.6129922244414154,2.8369600544628004,1.0548154373648095,1.071173057136849
0.25,4,3,3,beta_bimodal,flat,2.9758561933255225,2.9947909113930096,2.9602489143573942,2.997946051643981,1.0052722860204195,1.011668612348132
0.25,4,3,3,beta_bimodal,flat,2.8095836767542632,2.82195025459383,2.9842020131037392,2.9842020131037392,0.9414857521097029,0.9456297670876651
0.25,4,3,3,beta_bimodal,flat,2.768339974504383,2.7806934742886296,2.958506603665193,2.958506603665193,0.9357220873108011,0.9398976736586369
0.25,4,3,3,beta_bimodal,log_uniform,3.647956198761471,3.647956198761472,3.6760023762073475,3.676002376207347,0.9923704680858197,0.99237046808582
0.25,4,3,3,beta_bimodal,log_uniform,2.260807412843742,2.3136619059534147,2.392103993536069,2.427931386886931,0.9451125113928509,0.9672079107787035
0.25,4,3,3,beta_bimodal,log_uniform,2.7726674456917872,2.781577310401367,2.800751879444615,2.8724000349963235,0.9899725377464009,0.9931537780322581
0.25,5,2,2,homogeneous,flat,2.25,2.25,2.25,2.25,1.0,1.0
0.25,5,2,2,homogeneous,log_uniform,2.739809991738693,2.739809991738693,2.6928150536357367,2.6928150536357367,1.0174519739257644,1.0174519739257644
0.25,5,2,2,homogeneous,log_uniform,2.781470166254199,2.7818624921930852,2.6347702480467694,2.781862492193086,1.0556784479846706,1.0558273512672915
0.25,5,2,2,homogeneous,log_uniform,2.746302211958087,2.746302211958087,2.7181761064614425,2.801123242865265,1.0103474184140555,1.0103474184140555
0.25,5,2,2,beta_bimodal,flat,3.235801077539465,3.2358010775394654,3.235801077539466,3.235801077539466,0.9999999999999998,0.9999999999999999
0.25,5,2,2,beta_bimodal,flat,3.202845967880495,3.202845967880495,3.2028459678804957,3.2028459678804957,0.9999999999999998,0.9999999999999998
0.25,5,2,2,beta_bimodal,flat,2.9220830027248774,2.9220830027248774,2.922762643835376,2.922762643835376,0.9997674661978001,0.9997674661978001
0.25,5,2,2,beta_bimodal,log_uniform,3.4882969911453867,3.4882969911453867,3.4882765792399395,3.4882765792399395,1.0000058515731145,1.0000058515731145
0.25,5,2,2,beta_bimodal,log_uniform,3.009251651312365,3.009251651312365,2.9971773497140686,2.997177349714069,1.0040285576025216,1.0040285576025216
0.25,5,2,2,beta_bimodal,log_uniform,2.823042259418505,3.2259246824679013,3.2436344190055695,3.2436344190055695,0.8703330569182919,0.9945401564264146
0.25,5,2,3,homogeneous,flat,2.390625,2.390625,2.390625,2.390625,1.0,1.0
0.25,5,2,3,homogeneous,log_uniform,2.4878058144026074,2.504148262159384,2.629711176486516,2.6297111764865164,0.9460376624806742,0.9522522034169192
0.25,5,2,3,homogeneous,log_uniform,2.4842706107971635,2.5449080945747715,2.45565921102469,2.5967239175600016,1.0116512094365628,1.0363441650003382
0.25,5,2,3,homogeneous,log_uniform,2.9064924711463203,2.9064924711463203,2.9155603851296683,2.9155603851296683,0.996889821239993,0.996889821239993
0.25,5,2,3,beta_bimodal,flat,2.919685826786909,2.9196858267869095,3.022996570273131,3.0237479861978707,0.965825054350992,0.9658250543509921
0.25,5,2,3,beta_bimodal,flat,3.662941161618844,3.662941161618844,3.6972977550333814,3.6972977550333814,0.990707647668418,0.990707647668418
0.25,5,2,3,beta_bimodal,flat,3.359638432225501,3.359638432225501,3.4380001735671772,3.4380001735671772,0.9772071735353143,0.9772071735353143
0.25,5,2,3,beta_bimodal,log_uniform,3.8451121885667345,3.8451121885667345,3.824975623066206,3.824975623066206,1.0052644951196803,1.0052644951196803
0.25,5,2,3,beta_bimodal,log_uniform,3.694440660894585,3.694440660894585,3.7953311147013076,3.81950989159404,0.9734172195369408,0.9734172195369408
0.25,5,2,3,beta_bimodal,log_uniform,3.5113349120730266,3.5113349120730266,3.809270179215832,3.820194325324176,0.9217867850990454,0.9217867850990454
0.25,5,3,2,homogeneous,flat,3.0,3.0,3.0,3.0,1.0,1.0
0.25,5,3,2,homogeneous,log_uniform,3.50528061481871,3.50528061481871,3.2713932692652055,3.462222532135896,1.0714947199258738,1.0714947199258738
0.25,5,3,2,homogeneous,log_uniform,3.340421489336835,3.340421489336835,3.1061618183139714,3.262541800498004,1.0754177292508282,1.0754177292508282
0.25,5,3,2,homogeneous,log_uniform,3.323955631067929,3.349401835282133,3.143490955127729,3.3494018352821326,1.0574090011761677,1.0655038882229064
0.25,5,3,2,beta_bimodal,flat,3.677813190955808,3.721484946002641,3.6750527341425245,3.74399281361459,1.0007511339327564,1.0126344341752556
0.25,5,3,2,beta_bimodal,flat,3.470409354246014,3.470409354246014,3.332226589486552,3.4253938594997173,1.0414685979625276,1.0414685979625276
0.25,5,3,2,beta_bimodal,flat,3.397792938111541,3.534546483823828,3.399569866139959,3.399569866139959,0.9994773079835433,1.0397040281561056
0.25,5,3,2,beta_bimodal,log_uniform,4.214578875210251,4.235302476427081,4.2035894378955465,4.237962875726552,1.0026142984411452,1.0075442759099258
0.25,5,3,2,beta_bimodal,log_uniform,3.755922525276203,3.7629885447743265,3.7507177900252033,3.7916120650207312,1.0013876637866068,1.0032715750520491
0.25,5,3,2,beta_bimodal,log_uniform,3.121933772931773,3.145849202234721,3.0334489109994833,3.0631181693681646,1.0291697221639164,1.0370536292296426
0.25,5,3,3,homogeneous,flat,2.8095703125,3.0,2.77734375,3.0,1.011603375527426,1.080168776371308
0.25,5,3,3,homogeneous,log_uniform,3.155321658790682,3.1958301254848536,2.998948889314949,3.1958301254848545,1.0521425256805403,1.0656500805570175
0.25,5,3,3,homogeneous,log_uniform,3.4535984223198533,3.472959196768603,3.249395461932699,3.4637907235215546,1.0628433697219781,1.0688016393987734
0.25,5,3,3,homogeneous,log_uniform,3.187283523998728,3.217956365871488,3.046480236348489,3.2041516033466593,1.0462183492839612,1.056286637765466
0.25,5,3,3,beta_bimodal,flat,3.6793338374341698,3.6793338374341698,3.668372625779853,3.668372625779853,1.0029880311441879,1.0029880311441879
