agents,clearanceStatus,solveConicGibbsGreedyDynamic,PPO_4Bucket_50000000,PPO_4Bucket_20000000,PPO_5Bucket_50000000,PPO_5Bucket_20000000,solveMILP
"[(0, 1, 0.6529534774976495), (1, 1, 0.02711292213628147), (2, 3, 0.2253255781385387), (3, 1, 0.09896827376329376), (4, 3, 0.5136936071035408), (5, 3, 0.9667905226179193), (6, 2, 0.5182481739014092), (7, 2, 0.975907015149531), (8, 1, 0.3310739496988703), (9, 3, 0.8955330448758031), (10, 1, 0.1677262940009473), (11, 1, 0.22144705946028775), (12, 2, 0.4623338348937419), (13, 2, 0.3895536659583403), (14, 2, 0.7933194975184112), (15, 3, 0.7976534603454951), (16, 3, 0.018533259313085804), (17, 1, 0.7354090422431383), (18, 2, 0.49894045680369525), (19, 1, 0.30071719391385565), (20, 3, 0.8593024416189446), (21, 1, 0.8687237412853106), (22, 3, 0.12026473564583695), (23, 3, 0.4765756183009171), (24, 1, 0.15642924455211582), (25, 1, 0.02134361261969875), (26, 2, 0.20236697132942527), (27, 3, 0.4403954207796066), (28, 3, 0.9160496086660216), (29, 3, 0.3172433593652003), (30, 1, 0.23998712902109254), (31, 2, 0.8072374376115833), (32, 2, 0.2646898321284217), (33, 2, 0.06686732668594275), (34, 1, 0.5499020235708203), (35, 2, 0.7062210263303059), (36, 3, 0.2598934499272153), (37, 1, 0.4257201986377065), (38, 3, 0.3422621596438833), (39, 2, 0.8896044521396367), (40, 2, 0.46010153448300384), (41, 2, 0.07835165059813909), (42, 2, 0.9204213861698798), (43, 1, 0.19128830049392742), (44, 1, 0.41437870096903884), (45, 1, 0.4897251199765169), (46, 2, 0.24216801020502388), (47, 2, 0.8376113397367401), (48, 3, 0.9947718474708971), (49, 1, 0.6667178644327854)]","[1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0]",14,14,14,14,14,14
"[(0, 3, 0.8756510635353719), (1, 3, 0.17010898272551644), (2, 2, 0.5986358732404622), (3, 3, 0.19510910076107235), (4, 1, 0.5980844995172059), (5, 2, 0.9416355859593634), (6, 1, 0.7083720896359502), (7, 3, 0.5489526815280845), (8, 2, 0.6136607014546195), (9, 1, 0.8814562712456575), (10, 1, 0.1822002904041653), (11, 1, 0.9857980485981592), (12, 1, 0.4367574218396847), (13, 3, 0.8996766708926691), (14, 1, 0.8109430947192449), (15, 2, 0.651755284914087), (16, 2, 0.004700191497366446), (17, 2, 0.4245325683491137), (18, 2, 0.24882825994751356), (19, 1, 0.8857325648341), (20, 3, 0.6961990782813403), (21, 3, 0.8085024897498891), (22, 2, 0.2627228705323198), (23, 1, 0.03621970766482685), (24, 3, 0.44800420101233285), (25, 1, 0.8242237092777286), (26, 1, 0.6085123770838881), (27, 2, 0.4056699032886313), (28, 3, 0.5878364417369184), (29, 2, 0.01711660369936463), (30, 2, 0.4962822174769457), (31, 3, 0.9843445708453648), (32, 1, 0.10853510252141507), (33, 3, 0.517032230249287), (34, 3, 0.4601827529807093), (35, 2, 0.4097521605199492), (36, 1, 0.6598203358302174), (37, 3, 0.49340099034507245), (38, 1, 0.08400924513680386), (39, 2, 0.2722758687386694), (40, 2, 0.6374019889039065), (41, 3, 0.7838249699272347), (42, 3, 0.7952742392867842), (43, 3, 0.8005565045428872), (44, 2, 0.7871051070209129), (45, 2, 0.9214488198768405), (46, 3, 0.20224063344547838), (47, 1, 0.471366156972733), (48, 2, 0.8639915394169477), (49, 1, 0.5325695320782006)]","[1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1]",13,13,13,13,13,13
"[(0, 1, 0.6544661005093714), (1, 3, 0.02971059334744819), (2, 3, 0.5560135073800105), (3, 2, 0.42500990590724164), (4, 3, 0.9863999843165905), (5, 2, 0.7112998269461915), (6, 2, 0.8253684655943571), (7, 3, 0.3523011555726959), (8, 3, 0.7823987675851385), (9, 1, 0.9708629042977484), (10, 3, 0.9353882566628376), (11, 3, 0.2279224072084295), (12, 2, 0.3020953105685654), (13, 2, 0.6026252623552482), (14, 2, 0.37512437397550147), (15, 2, 0.6654755351627115), (16, 1, 0.37398242692552774), (17, 1, 0.882890026349916), (18, 2, 0.05131117641361438), (19, 1, 0.3977322653014277), (20, 3, 0.03050878988269423), (21, 1, 0.7903803893557706), (22, 2, 0.6740145436627487), (23, 2, 0.03914075765155223), (24, 3, 0.21769373307830064), (25, 1, 0.9219644471315854), (26, 3, 0.3381580277635611), (27, 3, 0.3369088436051094), (28, 3, 0.10770195390373949), (29, 2, 0.6634373994291063), (30, 1, 0.9941041878606387), (31, 1, 0.6404969488277134), (32, 2, 0.5888296531975951), (33, 2, 0.505913057958262), (34, 2, 0.5317613041305166), (35, 3, 0.4584904753501672), (36, 2, 0.8593206061774248), (37, 2, 0.8505151299013975), (38, 3, 0.778185257599478), (39, 1, 0.6196445428117577), (40, 2, 0.43984155936194214), (41, 3, 0.13919014724494105), (42, 1, 0.5161230850095138), (43, 2, 0.7493430667844133), (44, 1, 0.1575448404672145), (45, 1, 0.4969580512922137), (46, 2, 0.03597597657022111), (47, 2, 0.48450122496346326), (48, 3, 0.8719892083769486), (49, 3, 0.1239032525818814)]","[1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",11,11,11,11,11,11
"[(0, 3, 0.6621665372237865), (1, 3, 0.12476776440926307), (2, 1, 0.1851143668135229), (3, 1, 0.1127301271625536), (4, 3, 0.5569475097076539), (5, 3, 0.24067405037719736), (6, 1, 0.32016744309034006), (7, 1, 0.5656529723277759), (8, 2, 0.18046476598922967), (9, 2, 0.9215937735678843), (10, 2, 0.11126194224771158), (11, 2, 0.7594924110349871), (12, 1, 0.2867950071456634), (13, 2, 0.457876355666778), (14, 3, 0.7365201531306018), (15, 3, 0.7437292473898891), (16, 1, 0.47486516878584695), (17, 3, 0.18591161228640019), (18, 2, 0.7508408626119953), (19, 2, 0.6973846436545948), (20, 2, 0.04545964016735338), (21, 1, 0.2428753946723824), (22, 3, 0.07426449474152352), (23, 2, 0.7961056013215341), (24, 1, 0.49128336146118445), (25, 3, 0.20215978859561068), (26, 1, 0.649366901000615), (27, 3, 0.9385482835976023), (28, 2, 0.2592484665131204), (29, 1, 0.4288799850987638), (30, 1, 0.42554002745154584), (31, 2, 0.5199091195430829), (32, 2, 0.530362146505498), (33, 3, 0.16797691038693763), (34, 1, 0.28767816065847573), (35, 3, 0.8450351037818277), (36, 3, 0.9703187815701522), (37, 1, 0.41197625808634275), (38, 2, 0.9273107153390174), (39, 3, 0.7429487020806395), (40, 3, 0.66906984665716), (41, 3, 0.09529929186237207), (42, 2, 0.9848187890377725), (43, 3, 0.3222247020686526), (44, 1, 0.7253884552761191), (45, 1, 0.7432088177372347), (46, 3, 0.12654644374777102), (47, 1, 0.15030972188280212), (48, 3, 0.6184533643249759), (49, 3, 0.8805414341253677)]","[1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1]",0,0,0,0,0,0
"[(0, 1, 0.12147644538870006), (1, 2, 0.49731411538253467), (2, 2, 0.5821298451242076), (3, 3, 0.6585345314424434), (4, 3, 0.9496941105417961), (5, 3, 0.1441458153326347), (6, 3, 0.49316807209528735), (7, 3, 0.771521420744948), (8, 1, 0.22881848635956936), (9, 1, 0.4423618438783262), (10, 1, 0.40230087794514924), (11, 1, 0.20595284854555995), (12, 3, 0.19391901410924373), (13, 2, 0.8540198306412108), (14, 1, 0.7838432131696575), (15, 2, 0.9008983587013837), (16, 3, 0.23473924486456554), (17, 3, 0.46893492527428304), (18, 1, 0.35949008362118184), (19, 2, 0.9762900939519044), (20, 1, 0.7213132570918431), (21, 3, 0.4975716190048778), (22, 1, 0.38603380066988335), (23, 2, 0.5068466779065278), (24, 1, 0.5225161479159556), (25, 2, 0.42804380109411544), (26, 1, 0.6062108410575153), (27, 3, 0.8267211262961504), (28, 3, 0.9616636192814082), (29, 3, 0.9492102347927605), (30, 2, 0.7910391902485423), (31, 3, 0.03677283148330135), (32, 3, 0.47592440871578967), (33, 1, 0.6360685583201157), (34, 2, 0.8389938942176516), (35, 2, 0.5748098143779898), (36, 3, 0.12541251022569455), (37, 2, 0.8951613621387448), (38, 1, 0.3577492138677554), (39, 3, 0.15462957300192648), (40, 1, 0.13939632232772026), (41, 1, 0.827513906491899), (42, 1, 0.5649417612122191), (43, 2, 0.8677277209306666), (44, 1, 0.9318931347308467), (45, 1, 0.35476841105168866), (46, 2, 0.8427201849470731), (47, 2, 0.17300444550257565), (48, 3, 0.09243362542207212), (49, 1, 0.2166401123077416)]","[0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0]",13,13,13,13,13,13
"[(0, 3, 0.5566431115962837), (1, 3, 0.6470595210260703), (2, 2, 0.1930188862997505), (3, 3, 0.8498581492898624), (4, 3, 0.7398880783657965), (5, 1, 0.19812661026851586), (6, 3, 0.18841000599705882), (7, 1, 0.334058112158643), (8, 1, 0.0026699916889474373), (9, 1, 0.14372634968954756), (10, 1, 0.612432671817439), (11, 1, 0.8689602859663178), (12, 2, 0.2992469740887149), (13, 2, 0.09965219532447589), (14, 1, 0.6793529976523529), (15, 1, 0.5345741770963663), (16, 1, 0.13514425294863697), (17, 3, 0.1390849828106021), (18, 1, 0.9483274981969172), (19, 1, 0.4059374583645492), (20, 1, 0.6871589325938279), (21, 1, 0.27598881306883494), (22, 2, 0.46561179061460045), (23, 1, 0.1543724526498269), (24, 1, 0.9743462294241905), (25, 3, 0.3839172438310229), (26, 2, 0.051410759925542115), (27, 3, 0.9378168687118889), (28, 3, 0.8277565141926555), (29, 2, 0.42325347927083246), (30, 1, 0.4096612549208215), (31, 1, 0.686513468321672), (32, 2, 0.7375846575712819), (33, 3, 0.5753477997148977), (34, 2, 0.6952428310827786), (35, 2, 0.3166443029279289), (36, 1, 0.9037616079236966), (37, 1, 0.054920369495679244), (38, 2, 0.06272017497122251), (39, 1, 0.7786088000207124), (40, 1, 0.2472922135405763), (41, 2, 0.18588921609434028), (42, 2, 0.04494677048710105), (43, 1, 0.615436197161287), (44, 1, 0.5865017578045166), (45, 3, 0.1060461729379788), (46, 1, 0.36115842080379745), (47, 2, 0.03582219202463244), (48, 1, 0.11488630603317807), (49, 3, 0.7009137964664888)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0
"[(0, 3, 0.3746004492870443), (1, 1, 0.9792363820508223), (2, 1, 0.3009901244439279), (3, 3, 0.8122237424641714), (4, 3, 0.5480621979808785), (5, 1, 0.72903047332768), (6, 3, 0.40276202354448865), (7, 3, 0.4896435731566652), (8, 1, 0.32105681793509144), (9, 1, 0.9615050169769819), (10, 3, 0.5998370985325734), (11, 1, 0.23840948318556743), (12, 2, 0.3712468420752034), (13, 3, 0.8900751603337738), (14, 2, 0.781141617934891), (15, 2, 0.06319237072810213), (16, 2, 0.6689140762419278), (17, 2, 0.050014612446714346), (18, 3, 0.9472036463725593), (19, 1, 0.7043634638778581), (20, 2, 0.5770475365315044), (21, 2, 0.8700837681855417), (22, 3, 0.7438899317232894), (23, 1, 0.9918877852102873), (24, 2, 0.4223269620178778), (25, 3, 0.05654963907235033), (26, 2, 0.8606818793696024), (27, 1, 0.01973394707161724), (28, 2, 0.6627004404430846), (29, 1, 0.6100109552044998), (30, 3, 0.9540382675567697), (31, 1, 0.5136718783462483), (32, 2, 0.6367469658995144), (33, 3, 0.11395962865294829), (34, 2, 0.1002965175167364), (35, 3, 0.9165667323528054), (36, 1, 0.06477730372504131), (37, 2, 0.7710279695883092), (38, 2, 0.2590756532091887), (39, 3, 0.23078024114408568), (40, 3, 0.6021099822658527), (41, 2, 0.8971253029526641), (42, 1, 0.3421520987564771), (43, 1, 0.49755556066122364), (44, 1, 0.7958419469681007), (45, 2, 0.06861327524039529), (46, 2, 0.16001267680020037), (47, 2, 0.8654624686018709), (48, 2, 0.30913511026242235), (49, 2, 0.9831060892751833)]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]",0,0,0,0,0,0
"[(0, 2, 0.07618964542710072), (1, 1, 0.7119117227305287), (2, 1, 0.2512931633594383), (3, 3, 0.5946189450683397), (4, 2, 0.2302170416952969), (5, 1, 0.7704354248423477), (6, 3, 0.8239390509679506), (7, 1, 0.03226465928850708), (8, 3, 0.6895071589014455), (9, 2, 0.34861451312382685), (10, 1, 0.002162054576303918), (11, 1, 0.7067566758998951), (12, 2, 0.5873342625978052), (13, 1, 0.4544250011308434), (14, 3, 0.6694541987256979), (15, 3, 0.808848791193823), (16, 2, 0.27998430549467324), (17, 2, 0.9221702241098538), (18, 2, 0.6087474325175473), (19, 3, 0.8996353179956535), (20, 2, 0.9334967280923415), (21, 2, 0.2988046436093401), (22, 1, 0.7743496516160439), (23, 3, 0.833791480922029), (24, 1, 0.13537837565500688), (25, 3, 0.11571756406456069), (26, 3, 0.3259775329995699), (27, 2, 0.39112077584076), (28, 3, 0.6550649393380403), (29, 2, 0.20945293263936204), (30, 2, 0.2127020232626593), (31, 3, 0.2939599491704826), (32, 2, 0.8897508362131394), (33, 1, 0.711514410874877), (34, 1, 0.668935639219561), (35, 3, 0.030623560087229218), (36, 2, 0.2379290054085309), (37, 1, 0.8616123870950821), (38, 2, 0.31293099225628773), (39, 3, 0.6009412893143058), (40, 2, 0.7861022889903729), (41, 3, 0.6305795564449215), (42, 1, 0.47836305865678486), (43, 2, 0.2875726723002442), (44, 3, 0.8880379867706792), (45, 3, 0.9397442544175234), (46, 3, 0.9629817004269805), (47, 2, 0.591855380480132), (48, 1, 0.16643716169646694), (49, 1, 0.5494794147992829)]","[0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",14,14,14,14,14,14
"[(0, 2, 0.8364487130605192), (1, 2, 0.30682556438470066), (2, 3, 0.5836815785640499), (3, 3, 0.003908163327340675), (4, 2, 0.05173537928270966), (5, 3, 0.26304200170455183), (6, 1, 0.6656551816077635), (7, 1, 0.5452925986220836), (8, 1, 0.18250921583887625), (9, 2, 0.7738277607394424), (10, 2, 0.13731260923729183), (11, 1, 0.382405666870661), (12, 3, 0.831606840496715), (13, 1, 0.16976351343220786), (14, 1, 0.09767042139208759), (15, 2, 0.3748821206068522), (16, 3, 0.555872945399937), (17, 1, 0.8296711380201707), (18, 3, 0.8063281123202684), (19, 2, 0.3553746472963665), (20, 1, 0.004122988218490553), (21, 3, 0.8454913963026719), (22, 3, 0.9839217634522125), (23, 2, 0.0253403314220062), (24, 2, 0.43513455890856534), (25, 3, 0.4986115438481028), (26, 1, 0.26647754802817825), (27, 2, 0.07827405670841536), (28, 3, 0.9455193040128607), (29, 1, 0.6034760348971242), (30, 2, 0.4699880944128728), (31, 3, 0.51720764515426), (32, 3, 0.9893533864268054), (33, 1, 0.900613303843908), (34, 2, 0.4584876499911503), (35, 1, 0.22608304125261336), (36, 3, 0.1996353995195077), (37, 2, 0.3079999179252162), (38, 1, 0.22635111635835325), (39, 3, 0.704549517375833), (40, 1, 0.6931489410356526), (41, 3, 0.3567009146399618), (42, 3, 0.5563478563650324), (43, 3, 0.19660804347910532), (44, 1, 0.6036377418512768), (45, 1, 0.5902631588449863), (46, 2, 0.6148611516437963), (47, 3, 0.4644718163851681), (48, 2, 0.5918383310151801), (49, 3, 0.3981047496159803)]","[1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0]",15,15,15,15,15,15
"[(0, 1, 0.5313591316858723), (1, 3, 0.9300662045916603), (2, 3, 0.5786112703575201), (3, 3, 0.6358470737065629), (4, 2, 0.7425909471257822), (5, 2, 0.20208790597560722), (6, 2, 0.5534504769579793), (7, 1, 0.3319484252080067), (8, 1, 0.7994051439363452), (9, 3, 0.0645600311538308), (10, 2, 0.5639083621472414), (11, 2, 0.6648890195222781), (12, 3, 0.10532210558042077), (13, 3, 0.09368905649967796), (14, 3, 0.02905432570383626), (15, 2, 0.46620117402868166), (16, 2, 0.8480488401133581), (17, 1, 0.6686418066776874), (18, 1, 0.5194731209297586), (19, 2, 0.5173667132881545), (20, 1, 0.7437316412956403), (21, 2, 0.08997665193872362), (22, 1, 0.43934492595261754), (23, 1, 0.6061766296138129), (24, 3, 0.3994595098211615), (25, 3, 0.352792757385032), (26, 1, 0.8667704469477677), (27, 2, 0.1779211058112865), (28, 3, 0.4129032739532378), (29, 3, 0.7388204205205404), (30, 1, 0.6036718271030861), (31, 2, 0.38969130387690865), (32, 1, 0.5353246921629786), (33, 2, 0.4821635834481468), (34, 1, 0.5681725160876336), (35, 1, 0.7215950182647449), (36, 3, 0.5234466009269957), (37, 2, 0.19101481151376032), (38, 1, 0.08097654997349824), (39, 2, 0.479502429762073), (40, 3, 0.428884232055317), (41, 1, 0.16499503221113432), (42, 1, 0.8120040788819359), (43, 2, 0.5537840632003709), (44, 3, 0.9329099764091103), (45, 2, 0.35113902205525227), (46, 1, 0.3759770487594548), (47, 2, 0.13948739961684975), (48, 3, 0.24577083402566124), (49, 3, 0.9044120047015075)]","[1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1]",11,11,11,11,11,11
"[(0, 1, 0.43350144584133277), (1, 2, 0.4578081033218271), (2, 1, 0.1819402892257772), (3, 1, 0.8239515236930093), (4, 1, 0.6979255406938162), (5, 3, 0.3353127176538785), (6, 1, 0.08696177552852147), (7, 3, 0.9405698773329236), (8, 2, 0.14516332901262885), (9, 1, 0.39572495007660047), (10, 1, 0.5540923987491578), (11, 2, 0.3605394920503635), (12, 3, 0.6037708442402695), (13, 3, 0.2859397890302836), (14, 1, 0.9337798800359426), (15, 3, 0.67247933968901), (16, 2, 0.13261478436560747), (17, 1, 0.5255464108198468), (18, 3, 0.036492703538692495), (19, 2, 0.18185610230812044), (20, 1, 0.6874610737926582), (21, 3, 0.24000598426096031), (22, 2, 0.11378862912516352), (23, 1, 0.3131859317489887), (24, 3, 0.7537603368345214), (25, 2, 0.1835016830559233), (26, 3, 0.26850684427136995), (27, 3, 0.9648575076341246), (28, 1, 0.4484711017274896), (29, 1, 0.3610369240934346), (30, 2, 0.5094509462648047), (31, 2, 0.8854606852215262), (32, 2, 0.21439405000060852), (33, 1, 0.5005321739215324), (34, 1, 0.17187108187490818), (35, 1, 0.8526460431856465), (36, 2, 0.908213278472119), (37, 1, 0.8364284027085668), (38, 2, 0.8974952269622986), (39, 2, 0.33649214262896376), (40, 2, 0.2286049648509001), (41, 3, 0.2878028299617432), (42, 3, 0.8717040177010309), (43, 3, 0.26586639069467954), (44, 1, 0.6628649196465891), (45, 2, 0.6285737663544978), (46, 1, 0.42995913681801734), (47, 2, 0.4766803102615118), (48, 2, 0.5986344582929017), (49, 3, 0.49294101979856386)]","[0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1]",0,0,0,0,0,0
"[(0, 2, 0.12785225078795404), (1, 2, 0.45164530223178456), (2, 1, 0.7902648284948587), (3, 2, 0.9474690625329383), (4, 1, 0.7641679823944508), (5, 3, 0.7559698601770439), (6, 3, 0.8372481637991964), (7, 2, 0.7248608303076399), (8, 2, 0.794281433598291), (9, 2, 0.9657071631797312), (10, 2, 0.1931409229372799), (11, 3, 0.6243451476538976), (12, 2, 0.1912453618166493), (13, 1, 0.7387266982692908), (14, 1, 0.027919268774421968), (15, 2, 0.7889492567745637), (16, 3, 0.3668329329635778), (17, 2, 0.11115886079614046), (18, 3, 0.1342006496648911), (19, 3, 0.48356977354284925), (20, 1, 0.7404963493491786), (21, 1, 0.3124938406841187), (22, 3, 0.7068799446294209), (23, 2, 0.7012217130051825), (24, 1, 0.41928683573868164), (25, 2, 0.7908774804161273), (26, 1, 0.8749391677925457), (27, 1, 0.30033935537157586), (28, 2, 0.9958528195519941), (29, 1, 0.5787494693483681), (30, 1, 0.570831738122779), (31, 3, 0.12920025546208136), (32, 1, 0.319742217167885), (33, 1, 0.8377527279587507), (34, 2, 0.5424117214533102), (35, 3, 0.7715207150929134), (36, 2, 0.515451345549139), (37, 1, 0.5312830164454769), (38, 1, 0.4703385628094693), (39, 2, 0.730032040089138), (40, 1, 0.3748133071835811), (41, 3, 0.2703574918400983), (42, 1, 0.7666141704515859), (43, 2, 0.27692520657518127), (44, 3, 0.04136942261429932), (45, 2, 0.901993607416327), (46, 3, 0.46673576499443337), (47, 1, 0.19979958210617177), (48, 3, 0.2745260683277214), (49, 3, 0.2145001552863166)]","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1]",11,11,11,11,11,11
"[(0, 3, 0.6599606714719747), (1, 1, 0.21446763631994903), (2, 1, 0.9553874638162954), (3, 3, 0.03780682231781651), (4, 3, 0.3956687354722217), (5, 2, 0.6863371228337003), (6, 3, 0.1356309978692407), (7, 3, 0.9506125514455891), (8, 2, 0.6514013876513185), (9, 2, 0.6610216547439555), (10, 1, 0.24416543836729487), (11, 1, 0.7934076809929824), (12, 1, 0.9552741425513851), (13, 3, 0.15273027569016873), (14, 1, 0.06772160177684106), (15, 2, 0.08769052809646827), (16, 3, 0.7247932486788928), (17, 3, 0.44736416093719455), (18, 1, 0.8238059322535952), (19, 1, 0.5566841780812666), (20, 1, 0.49133286382462094), (21, 1, 0.6334228604403185), (22, 1, 0.23893206854428173), (23, 3, 0.1470354026791163), (24, 1, 0.587632929556046), (25, 1, 0.359132851977909), (26, 1, 0.21960119131564326), (27, 3, 0.12482641045345066), (28, 2, 0.17890519037334418), (29, 1, 0.2770140514228111), (30, 1, 0.027503309307021828), (31, 2, 0.25495973538036965), (32, 2, 0.5076967524969295), (33, 3, 0.9262549984248767), (34, 2, 0.8697695671083829), (35, 3, 0.6577215649794088), (36, 2, 0.37984768821343373), (37, 2, 0.7671390709777898), (38, 3, 0.5107321041737486), (39, 2, 0.11081195052304671), (40, 3, 0.7855547312707988), (41, 2, 0.4537182679886096), (42, 3, 0.9700922261722846), (43, 1, 0.5021929970435531), (44, 1, 0.3554106986208001), (45, 1, 0.3106626683380931), (46, 3, 0.6047636170462521), (47, 3, 0.4492165574347309), (48, 2, 0.19847392076420112), (49, 1, 0.9796314901428248)]","[0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1]",11,11,11,11,11,11
"[(0, 1, 0.0941927862331936), (1, 3, 0.8995657714516515), (2, 1, 0.37908163581738885), (3, 1, 0.46240603252440726), (4, 1, 0.5503174215488419), (5, 2, 0.4588611185599033), (6, 3, 0.3132077024625479), (7, 3, 0.28006587098474744), (8, 3, 0.7068619920474998), (9, 3, 0.6918508723302569), (10, 2, 0.7510793578622849), (11, 3, 0.17640796716470253), (12, 2, 0.912109190221774), (13, 2, 0.4288924155687681), (14, 1, 0.3100924732847783), (15, 1, 0.8071812550438369), (16, 3, 0.29845205567916244), (17, 3, 0.6072947573759911), (18, 1, 0.06667429141646075), (19, 3, 0.44571479867051234), (20, 3, 0.5213564716243964), (21, 3, 0.427370379859917), (22, 2, 0.04529790600006878), (23, 1, 0.01924419160418822), (24, 3, 0.7573189308830053), (25, 1, 0.24798801562480266), (26, 3, 0.8398537846620776), (27, 2, 0.15014688907096108), (28, 2, 0.8835408341654961), (29, 1, 0.7756650493810389), (30, 3, 0.5347408170306177), (31, 2, 0.7739569743296674), (32, 3, 0.9358914493653842), (33, 3, 0.18531644029248195), (34, 1, 0.6189807915958135), (35, 1, 0.679328438269281), (36, 3, 0.5462511333972396), (37, 3, 0.9757491186950823), (38, 3, 0.6710088064989886), (39, 3, 0.8008427040411925), (40, 3, 0.09175162023835082), (41, 3, 0.8469141557652036), (42, 3, 0.9102327557381811), (43, 2, 0.40991528998704707), (44, 2, 0.2871056924725389), (45, 1, 0.9920867957353515), (46, 1, 0.3388652621234097), (47, 3, 0.9230811902574788), (48, 3, 0.9949248409659213), (49, 3, 0.43665868844791256)]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0]",0,0,0,0,0,0
