agents,clearanceStatus,solveConicGibbsGreedyDynamic,PPO_4Bucket_50000000,PPO_4Bucket_20000000,PPO_5Bucket_50000000,PPO_5Bucket_20000000,solveMILP
"[(0, 1, 0.11219635456028287), (1, 2, 0.2206163649492351), (2, 1, 0.18309196497877933), (3, 1, 0.10420058817955524), (4, 2, 0.5557369366606097), (5, 1, 0.6147132949813592), (6, 1, 0.32643296292802515), (7, 3, 0.01024768503012452), (8, 2, 0.17747257007685147), (9, 1, 0.669722870325038), (10, 1, 0.5158046688090833), (11, 2, 0.314905366822265), (12, 1, 0.4700457329217296), (13, 1, 0.33819950218282613), (14, 2, 0.6485850978317397), (15, 2, 0.3929212430926775), (16, 1, 0.45910887124967104), (17, 1, 0.8524361216515197), (18, 3, 0.3790402260084029), (19, 2, 0.4527862564368057), (20, 1, 0.6407997813253703), (21, 2, 0.22745939640193857), (22, 3, 0.4340319949380621), (23, 2, 0.6691240603284736), (24, 1, 0.8396947412914888), (25, 3, 0.5691573252627824), (26, 1, 0.1687427886568349), (27, 2, 0.5256604911050992), (28, 2, 0.32490481230686363), (29, 1, 0.5751077631419742), (30, 2, 0.6589242995772755), (31, 1, 0.03128045148811287), (32, 2, 0.044225633849442336), (33, 3, 0.6125100523198006), (34, 3, 0.2095411885256212), (35, 2, 0.3891018693053232), (36, 1, 0.6001604765364815), (37, 1, 0.9750613217488208), (38, 1, 0.8361441997610586), (39, 3, 0.6673414559991014), (40, 3, 0.8992404918946435), (41, 1, 0.16332742700043346), (42, 3, 0.7353784306200228), (43, 3, 0.6063910463464404), (44, 3, 0.8338040917233847), (45, 3, 0.7542539889439382), (46, 2, 0.7077181587577359), (47, 2, 0.425904197797888), (48, 2, 0.6652950141060953), (49, 1, 0.6214238735370503)]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",22,12,19,19,12,25
"[(0, 1, 0.8539859891223072), (1, 1, 0.8876013207856887), (2, 3, 0.6707732442575681), (3, 1, 0.9193972039621647), (4, 1, 0.44860327661159727), (5, 1, 0.952122787582698), (6, 3, 0.48347041651035816), (7, 2, 0.41787290464908033), (8, 3, 0.47391163046646734), (9, 2, 0.045371598417007), (10, 3, 0.6091612532116459), (11, 3, 0.8703302423175515), (12, 3, 0.904273195898503), (13, 2, 0.45478415990446164), (14, 1, 0.2700330137720829), (15, 1, 0.05817970803558581), (16, 1, 0.28177916976187234), (17, 1, 0.4855400034363292), (18, 3, 0.32494016122505964), (19, 3, 0.5493565735411107), (20, 3, 0.4925022104484146), (21, 3, 0.9082320756218019), (22, 2, 0.12186311748800771), (23, 3, 0.6011555083514897), (24, 2, 0.6872036838313978), (25, 2, 0.3156199008962014), (26, 3, 0.22782732021602758), (27, 1, 0.16137936531827868), (28, 2, 0.08359114060534822), (29, 2, 0.3919412283140363), (30, 2, 0.8616556631610566), (31, 3, 0.033630834042302604), (32, 3, 0.34860779847943624), (33, 3, 0.5149782730164238), (34, 2, 0.1929882276160928), (35, 3, 0.4284615431217942), (36, 2, 0.8393191740302058), (37, 2, 0.3869576547083754), (38, 2, 0.985246939131841), (39, 3, 0.2143323541929324), (40, 2, 0.11738619477246304), (41, 1, 0.18913888022420877), (42, 2, 0.3725545588592998), (43, 3, 0.32716161070666316), (44, 1, 0.25552855033070776), (45, 3, 0.4970791036249067), (46, 2, 0.4371997405111976), (47, 2, 0.24185064080771712), (48, 2, 0.43234705828962483), (49, 3, 0.6747767880194908)]","[1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]",15,15,21,7,21,20
"[(0, 3, 0.7192528985310654), (1, 2, 0.40740299396018853), (2, 3, 0.41919102203776504), (3, 2, 0.10427896013523075), (4, 2, 0.5589904054456555), (5, 1, 0.8765552227384775), (6, 3, 0.6220361320524628), (7, 1, 0.3352954332196584), (8, 2, 0.11638716739757948), (9, 2, 0.6570408619070444), (10, 2, 0.1269571216310209), (11, 1, 0.1368869946571768), (12, 3, 0.6564441951000859), (13, 3, 0.05568777215604748), (14, 1, 0.46900435815412966), (15, 1, 0.39952537382895725), (16, 3, 0.13281683746767647), (17, 3, 0.6667911061825497), (18, 3, 0.5213387464982577), (19, 3, 0.5215034864503685), (20, 3, 0.14502999335352895), (21, 1, 0.8187409714054472), (22, 2, 0.7881832998422648), (23, 1, 0.8853287469494312), (24, 2, 0.20408248387837258), (25, 3, 0.8766143210071579), (26, 3, 0.20241625613155068), (27, 3, 0.832226059840912), (28, 1, 0.29977803181893725), (29, 3, 0.7922157248690452), (30, 1, 0.1272508101716605), (31, 2, 0.3670524155210072), (32, 2, 0.35602228804700353), (33, 2, 0.2437897483245408), (34, 2, 0.613438363644362), (35, 3, 0.44304041532699145), (36, 1, 0.6324224223946809), (37, 2, 0.9631415495947081), (38, 1, 0.8633182147660391), (39, 1, 0.9493332528786207), (40, 3, 0.7630486679731118), (41, 3, 0.33516721676412875), (42, 3, 0.5853306812617328), (43, 1, 0.6398170202482417), (44, 1, 0.8654021284426733), (45, 2, 0.2643222916837965), (46, 2, 0.4747705839542321), (47, 1, 0.06440610076520181), (48, 3, 0.34703111631848926), (49, 1, 0.1507668565900636)]","[1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1]",7,12,14,22,11,6
"[(0, 3, 0.9997087691332696), (1, 1, 0.7108906009368873), (2, 3, 0.5366956569093525), (3, 2, 0.9902641519189459), (4, 3, 0.2889902215124224), (5, 3, 0.8836083598121618), (6, 1, 0.7731547147225446), (7, 3, 0.6982984397648476), (8, 1, 0.6882249293192246), (9, 2, 0.7722717850518076), (10, 3, 0.6472562408611721), (11, 1, 0.11876315025077755), (12, 1, 0.903432931389328), (13, 2, 0.1227836517536296), (14, 1, 0.35705612757710303), (15, 1, 0.7706199636436691), (16, 2, 0.4413414691581017), (17, 1, 0.9297116463783184), (18, 2, 0.7205749649902631), (19, 3, 0.3583028009567748), (20, 2, 0.4959787581478209), (21, 3, 0.41573770906169283), (22, 1, 0.49017821707610965), (23, 3, 0.014219702708705872), (24, 1, 0.11180319117159176), (25, 3, 0.5353025970615353), (26, 1, 0.6662695139322055), (27, 1, 0.6209544863338428), (28, 3, 0.5237859077125216), (29, 2, 0.7367384957762485), (30, 2, 0.42910986310268096), (31, 2, 0.68979334270556), (32, 3, 0.7307585712463006), (33, 1, 0.737578942631459), (34, 2, 0.11125663071019098), (35, 2, 0.9968494726040773), (36, 1, 0.5517200116450918), (37, 3, 0.7575567728037059), (38, 1, 0.7112711828942718), (39, 2, 0.21415713925087354), (40, 2, 0.3343465218860451), (41, 3, 0.7542150865948097), (42, 3, 0.9024774365045661), (43, 3, 0.9871314826539812), (44, 3, 0.6400402013826464), (45, 1, 0.6382664394805798), (46, 2, 0.3826697488083092), (47, 2, 0.09681628459504354), (48, 1, 0.7144600283572049), (49, 3, 0.12882224042016877)]","[1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",22,14,13,5,14,16
"[(0, 1, 0.9041142201140091), (1, 2, 0.24169685950579256), (2, 1, 0.37509237580709587), (3, 3, 0.9489749260278094), (4, 1, 0.23625041395512625), (5, 1, 0.7409235277580428), (6, 1, 0.42307809828347154), (7, 2, 0.6209776996317953), (8, 3, 0.7152457715713421), (9, 3, 0.9186900927175286), (10, 2, 0.7270003416074401), (11, 2, 0.3627659238027747), (12, 3, 0.5148667498887807), (13, 2, 0.42885998454456586), (14, 1, 0.4980519355922418), (15, 3, 0.70024410051236), (16, 3, 0.9765880556572439), (17, 3, 0.5046859930025982), (18, 3, 0.621733669847962), (19, 3, 0.9392549161918815), (20, 3, 0.37508581916269124), (21, 3, 0.9173882422024263), (22, 2, 0.5366966192473599), (23, 3, 0.29145448710954946), (24, 1, 0.025502503993970804), (25, 1, 0.0383456939480612), (26, 3, 0.7573708112410743), (27, 1, 0.21182563356647155), (28, 2, 0.39612976237761666), (29, 2, 0.5806436390341222), (30, 2, 0.8285077045133813), (31, 1, 0.8886931552234252), (32, 1, 0.43940884324135765), (33, 1, 0.22832773758540037), (34, 2, 0.892246808356729), (35, 1, 0.4172999364594213), (36, 2, 0.336795028901833), (37, 2, 0.13524485680235732), (38, 2, 0.17970480621233176), (39, 1, 0.26581033198599335), (40, 2, 0.4875314022020921), (41, 1, 0.7007197111398109), (42, 2, 0.5808252482495216), (43, 1, 0.21877119284398816), (44, 1, 0.11531399903637718), (45, 3, 0.531545045733287), (46, 1, 0.4380804575202595), (47, 2, 0.7379563705295196), (48, 2, 0.3213029936843822), (49, 1, 0.10891395938852344)]","[1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0]",22,15,23,23,26,23
"[(0, 2, 0.4377532045210345), (1, 3, 0.47422197921679143), (2, 1, 0.5421474256449498), (3, 2, 0.325314497694174), (4, 1, 0.3428107875230798), (5, 3, 0.751253967353598), (6, 2, 0.26789543027997353), (7, 2, 0.8005398913963204), (8, 3, 0.3835545642145517), (9, 3, 0.5970892223085394), (10, 1, 0.5309347530770872), (11, 3, 0.5533987963187759), (12, 3, 0.30070140075964347), (13, 3, 0.7131481342148972), (14, 3, 0.6924240924188673), (15, 2, 0.6728236390216246), (16, 2, 0.2753452526996383), (17, 2, 0.5915672443684798), (18, 2, 0.5300974657932984), (19, 2, 0.7148840437216915), (20, 1, 0.4624680069827726), (21, 3, 0.3662751178752591), (22, 3, 0.22168428078725533), (23, 1, 0.006515215444354516), (24, 1, 0.15189619373205965), (25, 1, 0.1756282158847725), (26, 3, 0.7753774711032704), (27, 1, 0.03536216343729903), (28, 2, 0.6567426786267482), (29, 2, 0.17472271913449), (30, 1, 0.47587426871179617), (31, 2, 0.9572163405778479), (32, 2, 0.9312974067142984), (33, 1, 0.4511779319925666), (34, 2, 0.6248167254059446), (35, 3, 0.3624901887031542), (36, 1, 0.8577206080993091), (37, 3, 0.8753223337360339), (38, 1, 0.28544058608895917), (39, 2, 0.5424544151514213), (40, 1, 0.24068105569113207), (41, 2, 0.24915348005036264), (42, 3, 0.036683578263844385), (43, 1, 0.9705237766213288), (44, 2, 0.09408954114249446), (45, 1, 0.29125570808915635), (46, 2, 0.958160851706631), (47, 3, 0.2550118388299726), (48, 3, 0.023606576830759063), (49, 2, 0.7832376509786468)]","[1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",20,12,0,15,5,21
"[(0, 3, 0.5215277143104736), (1, 1, 0.2101638991034268), (2, 2, 0.07386925597898097), (3, 3, 0.48873669000082187), (4, 1, 0.9498540944656302), (5, 1, 0.7245128658728095), (6, 1, 0.09263934400605878), (7, 3, 0.39906012376118416), (8, 3, 0.8586187805089275), (9, 2, 0.5888422197570988), (10, 1, 0.07710833003642947), (11, 2, 0.3260513523297601), (12, 1, 0.8450134036464753), (13, 3, 0.3893906024593664), (14, 3, 0.2316980591400687), (15, 1, 0.35978354969251414), (16, 3, 0.5713679568533386), (17, 2, 0.9354961426471776), (18, 3, 0.10253942063493249), (19, 1, 0.11246912968713552), (20, 1, 0.8526461107922485), (21, 2, 0.7819603188133992), (22, 2, 0.0660698441437445), (23, 2, 0.09013920325009872), (24, 1, 0.8831481575048123), (25, 2, 0.20521952210951122), (26, 1, 0.8290059474026802), (27, 2, 0.12470967906584995), (28, 3, 0.9076807391630045), (29, 3, 0.11415171442249206), (30, 1, 0.17873339765864116), (31, 3, 0.1618284483517176), (32, 2, 0.14417556490348393), (33, 3, 0.6411633638522062), (34, 1, 0.42180541945319416), (35, 1, 0.6083372261069019), (36, 2, 0.6753522874531827), (37, 1, 0.5322604465674523), (38, 2, 0.14283299481221445), (39, 1, 0.35006626228853976), (40, 3, 0.5149233613503604), (41, 3, 0.5261225823947271), (42, 1, 0.800289127198655), (43, 1, 0.9636108652461466), (44, 3, 0.03969916578429389), (45, 3, 0.2976469690121285), (46, 2, 0.27115529961739926), (47, 1, 0.9391524482461936), (48, 2, 0.540946718422923), (49, 1, 0.7257533082675637)]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0]",5,6,5,8,6,5
"[(0, 3, 0.98621128550172), (1, 1, 0.9435047275828045), (2, 2, 0.5580844961060455), (3, 2, 0.825279358610428), (4, 3, 0.6203119476220512), (5, 1, 0.8482270076245578), (6, 1, 0.21057400649783797), (7, 3, 0.6428565129551103), (8, 1, 0.46385240790001003), (9, 2, 0.06502533334727001), (10, 3, 0.040043940064614314), (11, 3, 0.45561112623561084), (12, 1, 0.2690660968652664), (13, 1, 0.6300994313404161), (14, 2, 0.5322598656601786), (15, 3, 0.47812760926639575), (16, 3, 0.1660678079383131), (17, 1, 0.8030663176594861), (18, 2, 0.34084817569991355), (19, 2, 0.31786640011178713), (20, 3, 0.3293846834333175), (21, 3, 0.3091010534452855), (22, 1, 0.9290402699392203), (23, 2, 0.3405125624830042), (24, 3, 0.9881456713889875), (25, 3, 0.7018457081225474), (26, 3, 0.3861460899897482), (27, 2, 0.6913116536845293), (28, 1, 0.5152202339330432), (29, 1, 0.9499359621975693), (30, 3, 0.7734311482139656), (31, 3, 0.030368195153552602), (32, 1, 0.740593589622694), (33, 1, 0.15049357606316416), (34, 3, 0.10318073419767693), (35, 3, 0.8762208640632418), (36, 3, 0.3940590616495414), (37, 3, 0.9619888073910522), (38, 3, 0.4895328832563287), (39, 3, 0.9803000850810392), (40, 3, 0.3767775811798507), (41, 1, 0.9894821678176048), (42, 1, 0.32552404935760726), (43, 2, 0.18865313476169743), (44, 1, 0.5156926881344845), (45, 1, 0.20134424495730086), (46, 2, 0.9435245212369383), (47, 2, 0.25425537695804856), (48, 2, 0.5081266247671307), (49, 1, 0.2162839188586997)]","[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1]",22,20,20,21,20,22
"[(0, 1, 0.8533576927099108), (1, 2, 0.8286784964860956), (2, 2, 0.14025763558692694), (3, 2, 0.43424949711020655), (4, 1, 0.16854692245430314), (5, 1, 0.13653079945337254), (6, 2, 0.5833889999106614), (7, 3, 0.5703252051480632), (8, 1, 0.4214973668257822), (9, 2, 0.33807158618668465), (10, 3, 0.6851480561197991), (11, 3, 0.5292875402510546), (12, 3, 0.4333535793791613), (13, 3, 0.8509023314550391), (14, 3, 0.35033358270332937), (15, 2, 0.1552241270498106), (16, 1, 0.38333071226873994), (17, 1, 0.8788432610212242), (18, 1, 0.3778059732657685), (19, 1, 0.9975025701149633), (20, 1, 0.6475586108694653), (21, 2, 0.3088966487006608), (22, 3, 0.665381494049999), (23, 1, 0.08733717919609707), (24, 1, 0.6520245719963528), (25, 3, 0.6917032198835164), (26, 3, 0.45793616896205425), (27, 2, 0.09231946204622099), (28, 1, 0.433952994931711), (29, 2, 0.1047589632863033), (30, 1, 0.8250020878836444), (31, 1, 0.20662965518903986), (32, 2, 0.03833879397903284), (33, 2, 0.2146363727947811), (34, 1, 0.6804943887132135), (35, 3, 0.5555934299463886), (36, 1, 0.7946138040130408), (37, 3, 0.13484984526788446), (38, 2, 0.17504632998698322), (39, 3, 0.20928212600409735), (40, 2, 0.6598670548862737), (41, 1, 0.9556766937595679), (42, 2, 0.6726676197043064), (43, 1, 0.26704675000710654), (44, 2, 0.8509703457456533), (45, 2, 0.7977685663591968), (46, 2, 0.5647498125890883), (47, 2, 0.3114684601071026), (48, 3, 0.15498573956229655), (49, 3, 0.24739868885552319)]","[1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1]",14,10,5,10,11,17
"[(0, 3, 0.45448315954332963), (1, 1, 0.8562326243017874), (2, 1, 0.5454358230410059), (3, 2, 0.5408552500921615), (4, 3, 0.7528980425602287), (5, 2, 0.7082617673800502), (6, 2, 0.8139439273569055), (7, 1, 0.040211476466854634), (8, 2, 0.9147248965870144), (9, 3, 0.3924184272154997), (10, 1, 0.9404490187611018), (11, 3, 0.8700081704894153), (12, 2, 0.7582119949428616), (13, 1, 0.6092014702819574), (14, 2, 0.976823365047918), (15, 1, 0.5268369842750856), (16, 3, 0.7687050898382435), (17, 2, 0.40737997438103546), (18, 2, 0.6297869914213429), (19, 2, 0.6858371145927836), (20, 2, 0.761604626519583), (21, 2, 0.047479512697047976), (22, 2, 0.28033438744500583), (23, 2, 0.08563948979616531), (24, 1, 0.34460632682729), (25, 2, 0.3895004055968837), (26, 2, 0.31839552808582705), (27, 3, 0.19926128622553496), (28, 1, 0.19699606719342866), (29, 1, 0.14332779071810542), (30, 2, 0.21158337423089002), (31, 2, 0.03061967152443823), (32, 1, 0.14528016906191799), (33, 3, 0.9660647564650849), (34, 3, 0.9676355947382765), (35, 1, 0.467554204285628), (36, 3, 0.017751446818811578), (37, 3, 0.6784979184278673), (38, 2, 0.31525166078367417), (39, 2, 0.7331419762439507), (40, 1, 0.6321082430991819), (41, 2, 0.2879982752596638), (42, 3, 0.2985806927578908), (43, 2, 0.9873637356027434), (44, 1, 0.7528267436466857), (45, 3, 0.4946183963130014), (46, 2, 0.5623145446872437), (47, 1, 0.5557580761861439), (48, 1, 0.3091236730112443), (49, 2, 0.23648886437084482)]","[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0]",22,10,18,16,15,15
"[(0, 1, 0.7683294081808563), (1, 3, 0.6918212353022614), (2, 2, 0.8702690508607792), (3, 2, 0.8826668123734838), (4, 3, 0.8218557624008725), (5, 3, 0.5494073539904137), (6, 1, 0.8315432132589594), (7, 2, 0.3202807383505222), (8, 3, 0.453473858051749), (9, 1, 0.4342329104078133), (10, 3, 0.45127716893020087), (11, 1, 0.6561430218250307), (12, 3, 0.4579952831394072), (13, 3, 0.6139742355147298), (14, 1, 0.9537850132695713), (15, 2, 0.10122871140905476), (16, 3, 0.663251157131208), (17, 3, 0.3499095697179989), (18, 3, 0.33308369879790056), (19, 2, 0.5301010967523924), (20, 1, 0.40297436255779595), (21, 2, 0.8740114824884824), (22, 1, 0.9258420063955937), (23, 2, 0.27355228091108486), (24, 3, 0.18997986954294843), (25, 2, 0.032026831825777036), (26, 2, 0.6937600395432865), (27, 2, 0.5397559350896804), (28, 2, 0.8973424248874889), (29, 2, 0.0784976054253389), (30, 3, 0.4027061122991308), (31, 3, 0.4223415232444524), (32, 1, 0.9767241519125419), (33, 1, 0.7521364191057965), (34, 1, 0.5956061766621905), (35, 2, 0.5580265552108128), (36, 2, 0.7750106602403984), (37, 2, 0.11642486583478762), (38, 2, 0.4466796829014038), (39, 2, 0.9486313502500181), (40, 1, 0.38436348649469354), (41, 1, 0.8776564782743883), (42, 3, 0.08546182680861913), (43, 3, 0.9156247784557128), (44, 3, 0.5871134867644614), (45, 2, 0.29306703022148595), (46, 1, 0.9351239327889175), (47, 1, 0.040714607753748244), (48, 2, 0.8149755932739208), (49, 3, 0.8488566809594094)]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1]",26,13,16,16,21,26
"[(0, 3, 0.1786840596165613), (1, 1, 0.1960986517054355), (2, 3, 0.7714628226197754), (3, 1, 0.2687785452585131), (4, 1, 0.976895909532138), (5, 2, 0.7390311243919746), (6, 2, 0.6631450912389082), (7, 2, 0.7326271931365756), (8, 2, 0.05577204464768393), (9, 2, 0.17319119805216843), (10, 3, 0.7653369404684978), (11, 1, 0.1777353605262867), (12, 2, 0.9001245874751883), (13, 3, 0.04698723252457748), (14, 1, 0.4489680291509449), (15, 2, 0.2066411970868106), (16, 2, 0.7167931064047072), (17, 3, 0.7272207394688663), (18, 1, 0.004391695068711621), (19, 3, 0.9867124557426351), (20, 3, 0.909150253144629), (21, 1, 0.15420565771458206), (22, 1, 0.043311488289420996), (23, 3, 0.11518431747921265), (24, 1, 0.7702259134122721), (25, 2, 0.43610505645645603), (26, 2, 0.6328591571109642), (27, 3, 0.23961548836362434), (28, 1, 0.25494177649536), (29, 1, 0.9435814510357029), (30, 2, 0.8673744627675161), (31, 2, 0.31371552724255336), (32, 3, 0.08399306093491243), (33, 3, 0.053294133407518096), (34, 2, 0.9905736114977433), (35, 1, 0.39782726049953476), (36, 3, 0.5382204441173022), (37, 1, 0.4306338185582309), (38, 2, 0.772591673584683), (39, 3, 0.7187803577640973), (40, 1, 0.6954293003182982), (41, 1, 0.2927559237129145), (42, 3, 0.12301798157128818), (43, 2, 0.6876107619820719), (44, 2, 0.6252350983182328), (45, 3, 0.823406534267394), (46, 1, 0.19305090293427352), (47, 2, 0.3119885308717649), (48, 1, 0.7204669587304503), (49, 1, 0.5682520398369902)]","[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1]",15,20,15,21,11,15
"[(0, 1, 0.03931289825672746), (1, 2, 0.5311204736215244), (2, 3, 0.1863608962205322), (3, 3, 0.14168956872916594), (4, 2, 0.030782639960154956), (5, 1, 0.8985918503126225), (6, 3, 0.9454523264868897), (7, 1, 0.27688222624599235), (8, 1, 0.2463765175294892), (9, 3, 0.8202133311746658), (10, 3, 0.2807136130984972), (11, 3, 0.853386134615385), (12, 1, 0.8830598593965313), (13, 3, 0.2459224272792342), (14, 3, 0.4322715890949722), (15, 2, 0.6991137283402648), (16, 2, 0.30801374695349737), (17, 2, 0.792094481544401), (18, 1, 0.7962733350582488), (19, 2, 0.40800396612756007), (20, 1, 0.47119822235838926), (21, 3, 0.11369959646790151), (22, 1, 0.05410380709426876), (23, 3, 0.6988526611991364), (24, 3, 0.5695570068187961), (25, 3, 0.5984072819971159), (26, 3, 0.28405791147339876), (27, 1, 0.15124870836397297), (28, 1, 0.9179087990755097), (29, 2, 0.6217474932120723), (30, 2, 0.4399902145416523), (31, 3, 0.7901604529304311), (32, 1, 0.8019428528288418), (33, 1, 0.9339207152463808), (34, 2, 0.8357196266135192), (35, 1, 0.6866307132806988), (36, 3, 0.6022502986215251), (37, 2, 0.6026387394198259), (38, 2, 0.9684197908326889), (39, 2, 0.7906973092766763), (40, 1, 0.8868652385380256), (41, 1, 0.11032263127575459), (42, 1, 0.05492559373628281), (43, 3, 0.1891581137892001), (44, 3, 0.958309912258078), (45, 1, 0.40766440054769804), (46, 3, 0.7654964246602809), (47, 3, 0.19016285507529684), (48, 3, 0.09225118145639111), (49, 2, 0.10198274332856849)]","[0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",17,22,11,5,22,22
"[(0, 3, 0.20403594508887912), (1, 1, 0.4304954242426654), (2, 3, 0.7978188191231048), (3, 2, 0.18699458579994588), (4, 3, 0.22431572363902685), (5, 3, 0.10243449301278695), (6, 2, 0.3364934654834204), (7, 1, 0.6260446220717077), (8, 1, 0.7196500951368695), (9, 1, 0.4432330331488733), (10, 1, 0.6973922045950752), (11, 1, 0.8408859148771032), (12, 3, 0.4500041305330168), (13, 2, 0.2574268590422999), (14, 3, 0.2736336660510581), (15, 1, 0.7451506764728171), (16, 2, 0.8577156524046828), (17, 1, 0.2854060866781988), (18, 1, 0.49251694736676543), (19, 1, 0.6574307681967321), (20, 3, 0.8389157143895883), (21, 2, 0.48515715473083143), (22, 2, 0.7177572138786236), (23, 2, 0.7269588248519244), (24, 2, 0.8930470835665856), (25, 3, 0.8473619349555707), (26, 2, 0.028358587039825967), (27, 1, 0.2942066440130948), (28, 3, 0.9534043158238722), (29, 1, 0.940069338499785), (30, 2, 0.9957744392338416), (31, 2, 0.6739627339065428), (32, 2, 0.6122029395858869), (33, 3, 0.19668191542196845), (34, 2, 0.16343662403376447), (35, 3, 0.567626472126656), (36, 1, 0.5238887948009859), (37, 1, 0.5883496077873854), (38, 2, 0.5942433060998522), (39, 2, 0.8927382595406425), (40, 1, 0.0595511826294598), (41, 1, 0.03656189020092382), (42, 2, 0.8301089536681601), (43, 2, 0.8444428940226008), (44, 2, 0.508306214219348), (45, 3, 0.4637869394065923), (46, 3, 0.4847328001653116), (47, 1, 0.2119692662317879), (48, 2, 0.5077822702652108), (49, 2, 0.19112309618563716)]","[1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1]",27,4,20,16,13,27
