N,B,G,instance,U_single,U_s_NO,U_s_O,U_D,U_D_A,U_max
5,3,5,35,6.3503785426334325,6.350378542633433,6.3503785426334325,6.488636887165056,6.695287679017487,6.985722109316926
5,3,5,36,3.055421856796066,3.055421856796066,3.055421856796066,3.055421856796066,3.303997702847227,3.8984285381179498
5,3,5,37,2.655926419298971,2.999179320409323,3.169099309662029,3.1708521788367965,3.2065036016456787,3.3638450255429584
5,3,5,38,6.1247190380289815,6.1247190380289815,6.170451902439674,6.443635311979301,6.693961813324775,7.257057347530239
5,3,5,39,5.321455385218718,5.3214553852187185,5.321455385218721,5.423722844274849,5.607227089912796,6.095030626518864
5,3,5,40,4.529728465749104,4.529728465749104,4.529728465749104,4.68318539313333,4.748316009398264,4.901376981732579
5,3,5,41,4.39788318379706,4.39788318379706,4.3978831837970604,4.3978831837970604,4.527017443761441,5.110408656164072
5,3,5,42,5.108616634397866,5.137893446214928,5.226320827648238,5.477731284473681,5.706173679686298,6.48062891251462
5,3,5,43,2.9562593781895163,2.956259378189517,2.9989503570735163,3.1962558741392004,3.356223070138511,3.7099340792982085
5,3,5,44,2.5292770278167898,2.5292770278167898,2.5292770278167898,2.52927702781679,2.6563950192667423,2.7877253554511947
5,3,5,45,6.147607817018859,6.255457598600685,6.517210256105797,6.672521338490661,6.915029178020572,7.454961453890107
5,3,5,46,4.925226476467898,5.341419295040933,5.368667831741723,5.4906029914514605,5.708857630819943,6.126910618344066
5,3,5,47,5.3621592373661535,5.3621592373661535,5.5072840808888275,5.589850731058866,5.650941357806201,5.764134871373705
5,3,5,48,3.7378340915390167,4.25407309484892,4.255116634775409,4.276044244421336,4.652540433553117,5.378345519739465
5,3,5,49,6.661485636436868,7.321350488978679,7.583868378158388,7.718658951879724,7.932888034134438,8.388796041597063
5,3,5,50,5.785793318449592,5.785793318449592,5.785793318449591,6.035234312084056,6.359618274514499,6.827744931705173
5,3,5,51,2.4156258500537513,2.4156258500537513,2.4156258500537513,2.426760278482995,2.605409011811028,2.8178762134820006
5,3,5,52,3.4314261276031557,3.4314261276031557,3.4314261276031552,3.4314261276031552,3.6497764733915785,4.228111136527891
5,3,5,53,3.0402636697150505,3.0402636697150505,3.040263669715051,3.096235197503357,3.225886391616045,3.629385228478431
5,3,5,54,6.437450901468577,8.18575688794715,8.185756887947148,8.227057095576823,8.322968807281569,8.483096390249536
5,3,5,55,6.2223078257931945,6.7206062854618205,6.766951036507364,6.847669442918698,6.910624757919268,7.066368297722444
5,3,5,56,4.202673292771168,4.202673292771168,4.202673292771169,4.202673292771168,4.410271086369191,4.852764473998912
5,3,5,57,2.9845390769984714,2.9845390769984714,2.984539076998471,3.129699346910372,3.3987366137409722,3.692331823582639
5,3,5,58,4.5331288590953305,5.020691307186033,5.053998470650874,5.053998470650874,5.323581155113416,5.995205128689903
5,3,5,59,4.350856186074708,4.350856186074708,4.350856186074709,4.396891089483127,4.434643466084295,4.486367217699169
5,3,5,60,3.4084659240551236,3.4210219419681587,3.4293184183739243,3.642593927001906,3.768200733258452,4.052388601089006
5,3,5,61,5.933605688114673,5.933605688114673,6.3075055948944385,6.416901115923831,6.566656543098661,7.020601031159568
5,3,5,62,2.9597568750383396,2.95975687503834,2.9597568750383405,2.9613620479557814,3.1873049726437808,3.8563752151681543
5,3,5,63,4.943563329389585,4.943563329389585,4.943563329389585,4.943563329389585,5.189097898757124,5.910540899671083
5,3,5,64,4.70997081503307,4.70997081503307,4.7099708150330715,4.70997081503307,4.750157923880871,4.940665615106866
5,3,5,65,1.5232402771295803,1.5232402771295803,1.5232402771295803,1.5232402771295803,1.5452852608117766,1.6474072487554212
5,3,5,66,1.6329793830801695,1.6329793830801695,1.6329793830801693,1.6329793830801698,1.6837764119452803,1.911958542511989
5,3,5,67,4.448942886221127,4.448942886221127,4.513688592357857,4.754667761153481,4.923661681202036,5.28759799638436
5,3,5,68,1.9222453793245862,1.9222453793245864,1.9222453793245862,1.9222453793245866,1.978904436115029,2.0993109358818085
5,3,5,69,3.265234760359569,3.2652347603595695,3.265234760359569,3.2652347603595695,3.382700094660328,3.8267487510325404
5,3,5,70,2.3947147085330656,2.3947147085330656,2.3947147085330656,2.4102334894384985,2.6507641222791634,3.140189320770272
5,3,5,71,5.3330208598689595,5.451851695185039,5.711667376075309,5.809407252737307,5.918038633255507,6.206523139175566
5,3,5,72,5.202349939978696,5.202349939978696,5.347759268792437,5.6112872375167555,5.954268780265702,6.664959379773522
5,3,5,73,4.823529778245655,5.038583946889183,5.059893361565245,5.164099806859728,5.279804441028475,5.4603970274366525
5,3,5,74,3.4761811443202886,3.4761811443202886,3.476181144320288,3.4761811443202886,3.608056444011841,4.315099132189582
5,3,5,75,4.199273173195155,4.64960850527045,4.649608505270453,4.807812034571295,4.93624052180153,5.219915182372335
5,3,5,76,4.39364469567772,4.39364469567772,4.393644695677721,4.39364469567772,4.435353540071339,4.568089510443956
5,3,5,77,4.788354869433725,4.819598917213621,4.8195989172136215,4.927857978737612,5.19305390038098,5.907587767282199
5,3,5,78,2.0646148530571113,2.0646148530571113,2.0646148530571113,2.064614853057112,2.131164040260354,2.2369323215042405
5,3,5,79,3.012135278696655,3.012135278696655,3.012135278696655,3.084212146913764,3.16360939944452,3.262045129304984
5,3,5,80,4.589938721436601,5.192114562252396,5.421278780763457,5.421278780763457,5.59318534106777,5.9545327614930805
5,3,5,81,1.5831572073795552,1.5831572073795552,1.5831572073795548,1.5831572073795552,1.705964316042969,2.0907376821829775
5,3,5,82,5.624085292022123,5.757387902995217,5.757387902995215,5.84808925158038,6.509735819985461,8.213587144635724
5,3,5,83,4.360430375552288,4.360430375552288,4.423548432428681,4.640309838890163,4.766896947359294,4.991443847409896
5,3,5,84,4.676414968610728,5.4222560251648035,5.4222560251648035,5.680304272472784,5.874166605229927,6.123741864053672
5,3,5,85,4.904514201337227,5.3164884712090155,5.394595925381235,5.42300382235125,5.7146219437412284,6.260906532332708
5,3,5,86,4.066683761166004,4.066683761166004,4.066683761166004,4.066683761166004,4.266888540625785,4.910697454999093
5,3,5,87,3.4854512491726704,3.8055328484567177,3.9900451500861367,3.9900451500861367,4.286354113382606,4.919214169726663
5,3,5,88,3.8441438881707617,3.8441438881707617,3.844143888170762,3.9548827479398203,4.068113049971119,4.348354923087826
5,3,5,89,3.7600192396986096,3.999057429219013,3.9990574292190115,3.999057429219013,4.369906559185575,5.424094369063431
5,3,5,90,2.90636276447346,2.90636276447346,2.90636276447346,2.947254278457754,3.111578260781803,3.2585727537540485
5,3,5,91,4.533793108697351,4.533793108697351,4.533793108697351,4.533793108697351,4.533793108697351,4.626053519087808
5,3,5,92,2.413288709754111,2.413288709754111,2.413288709754111,2.413288709754111,2.4312280478874055,2.9203743642780777
5,3,5,93,5.332835021505219,5.984658587654554,6.0153137816741085,6.146344006438714,6.385006961980596,6.791784635770266
5,3,5,94,3.2996297211068546,3.2996297211068546,3.2996297211068546,3.2996297211068546,3.4819264359804407,3.857182138717195
5,3,5,95,4.209840157076092,4.285170308565725,4.285170308565725,4.364477676359952,4.625981674746505,5.339181470214466
5,3,5,96,3.8057537857292463,4.000387195507502,4.0003871955075025,4.111804323443792,4.3178100957488175,4.7598806555276605
5,3,5,97,4.770941805336701,4.770941805336701,4.807724493905994,5.027879579732751,5.30316511877425,5.719695865879805
5,3,5,98,3.4820245240796233,3.4820245240796233,3.4820245240796233,3.6385046689335736,3.7098672640947457,3.8246612863773866
5,3,5,99,4.009342419460174,4.009342419460174,4.047027098710334,4.177537390017984,4.292122730047652,4.711398190077934
5,3,5,100,3.2897825053502774,3.289782505350278,3.289782505350278,3.374462403529549,3.449126911922434,3.6159744181445155
5,3,5,101,6.9464108162456,7.318111827611218,7.566845646554616,7.579181011677387,7.619071560937841,7.695861387153541
5,3,5,102,5.872374613373046,6.286072665395296,6.350279362385841,6.385542039151074,6.6194115056764895,7.007760873677315
5,3,5,103,7.366927011991729,8.171465174829226,8.638099131071634,8.702182699146302,8.949182266093258,9.428076216885676
5,3,5,104,3.080469883042902,3.137143693742273,3.318370892434476,3.369781413813312,3.4620666879870985,3.6396453996719313
5,3,5,105,4.792384157816739,4.935212791469557,4.935212791469557,5.039812315971952,5.4227565854931825,6.326035766649301
5,3,5,106,6.656758282979587,7.706996860611638,7.808388653400575,7.909623378403085,8.190777153729787,8.743780256296022
5,3,5,107,5.485401432487866,5.948905241452336,6.028271428843287,6.176726250323357,6.356223436334383,6.7253947022056835
5,3,5,108,3.559117090851238,3.559117090851238,3.559117090851239,3.559117090851239,3.708714176295218,4.34578814269321
5,3,5,109,5.502334284508105,5.502334284508106,5.5023342845081045,5.612353688348048,5.91967453073256,6.388815295640936
5,3,5,110,6.790919818220042,7.440920396852292,7.615071738153157,7.822742163053086,8.060934744959518,8.614343001550841
5,3,5,111,4.242811985921743,4.663151447544706,4.839939176060488,4.839939176060488,4.971902669217785,5.567691038634744
5,3,5,112,3.42787898218855,3.5457883058726076,3.663085874838863,3.7211955175824056,3.8618639221378257,4.232714821557343
5,3,5,113,6.880004076811325,6.880004076811325,6.880004076811323,7.021576348520128,7.062021586152291,7.144094590171587
5,3,5,114,2.9024313317435757,2.9024313317435757,2.9024313317435753,2.9024313317435757,3.0387905183815,3.4770852860428114
5,3,5,115,2.8032389966517637,3.0533611010015007,3.053361101001501,3.0533611010015003,3.2781366326823846,3.9182106231146125
5,3,5,116,3.085775194754954,3.202669004794876,3.202669004794876,3.202669004794876,3.463036325880023,4.223459214999848
5,3,5,117,1.742890816832852,1.742890816832852,1.7428908168328523,1.8100226207686465,1.867983818982668,1.996002272158591
5,3,5,118,4.02886814010318,4.02886814010318,4.02886814010318,4.038099625585556,4.197649521332853,4.562711574837431
5,3,5,119,6.367513945356661,7.313273627650362,7.484333141158426,7.500473001949474,7.732193362366686,8.264635670523688
5,3,5,120,2.4560606486525733,2.4560606486525733,2.4560606486525733,2.4560606486525733,2.5520721781671973,2.666287038112169
5,3,5,121,2.8666706685620498,2.86667066856205,2.8666706685620493,2.9062462938541476,3.001638024614185,3.1095322378613415
5,3,5,122,3.0896065929279093,3.0896065929279093,3.0896065929279097,3.0896065929279093,3.2442274888043405,3.5764109911349613
5,3,5,123,2.5660450876290994,2.5660450876290994,2.5660450876290994,2.5660450876290994,2.910734333609683,3.5445034704367577
5,3,5,124,5.995161621328347,6.138891134049048,6.476677875007192,6.613660736890969,6.915000589324784,7.68018234771464
5,3,5,125,5.934945073346471,6.697403593217546,6.71599686177181,6.75992511213426,6.859107509861354,7.0540021590174256
5,3,5,126,2.9628623848000943,2.9628623848000943,2.9628623848000935,2.9628623848000943,2.9758051187665577,3.136368772748883
5,3,5,127,1.7074518083261452,1.7074518083261452,1.7074518083261452,1.707451808326145,1.7598566295982352,2.209797175052213
5,3,5,128,4.42835854905055,4.42835854905055,4.42835854905055,4.600065375944528,4.978942625945178,6.001798738666448
5,3,5,129,4.744741758415506,5.0428963587228965,5.2426657767665255,5.250954162523906,5.395106611354263,5.670190770235604
5,3,5,130,3.279516823062669,3.371491081212686,3.4056721814201305,3.4931908536897867,3.7856671411499594,4.4310129720127565
5,3,5,131,4.358137349271621,4.358137349271621,4.358137349271621,4.3581373492716216,4.492406085983574,5.00102246279609
5,3,5,132,4.165092758998914,4.218040188096277,4.244687102514247,4.465531865635573,4.726398825180675,5.29184989468388
5,3,5,133,6.709342898152174,6.740658809769007,6.857590231505226,6.992635757330558,7.004045008711676,7.052278493702466
5,3,5,134,6.057981845865422,7.1827816517290115,7.310051853733869,7.361226608259187,7.580565704866748,7.982813909195979
5,3,5,135,7.127000170038509,8.495600036441118,8.498289399044936,8.805741311005114,8.872836231803698,8.9871036686023
5,3,5,136,3.9828554658218334,3.9828554658218334,3.9828554658218325,3.995675114267078,4.1116721757090815,4.288997019650587
5,3,5,137,3.729931176081378,3.91595510510984,3.91595510510984,3.9159551051098394,4.121119963211252,4.911236420477848
5,3,5,138,1.729729384880774,1.7297293848807742,1.7297293848807744,1.7297293848807742,1.8564889987525157,2.3175568627753282
5,3,5,139,3.3807631270412064,3.540639572372201,3.6480875884454136,3.656258381986263,3.9583457828273962,4.571277592308945
5,3,5,140,2.5598020715632996,2.5598020715632996,2.559802071563299,2.5598020715632996,2.573770692038432,2.8202246816582908
5,3,5,141,3.6475992412492757,3.6475992412492757,3.647599241249276,3.750305744030311,3.8064400549007575,3.961988506620289
5,3,5,142,3.840861092227726,3.840861092227726,3.8408610922277258,3.8408610922277253,4.001626112599394,4.5059089955994605
5,3,5,143,1.9109294139384478,1.9109294139384478,1.9109294139384478,1.910929413938448,1.910929413938448,1.9481281285883485
5,3,5,144,2.558984194810648,2.558984194810648,2.558984194810648,2.558984194810648,2.7103327438778564,3.1021575687186713
5,3,5,145,5.045966540526182,5.045966540526182,5.045966540526184,5.139839090906435,5.360126164772843,5.907053694364647
5,3,5,146,4.388156454887509,4.542892121954548,4.57722040113681,4.765252121773146,4.915595105687927,5.330901263367225
5,3,5,147,4.712313598971432,4.850252967750993,4.873590535733024,5.049912007111276,5.10434478848564,5.246660389227036
5,3,5,148,5.097127669227055,6.0521631688154995,6.133411325908636,6.309981069377899,6.556565559930245,6.92712503171552
5,3,5,149,2.074151081254287,2.074151081254287,2.074151081254287,2.074151081254287,2.2558479106241958,2.536423935107641
5,3,5,150,4.99352305077712,5.971607446684188,6.179174619413411,6.292547822574615,6.6273729501684056,7.2458111193780645
5,3,5,151,1.7950727784911529,1.7950727784911529,1.795072778491153,1.795072778491153,1.876519147367226,2.1857287347727716
5,3,5,152,3.4858652021248533,3.4858652021248537,3.485865202124853,3.527366118961199,3.7307310709543637,4.175988891463576
5,3,5,153,3.8208422402674165,3.8208422402674165,3.8208422402674165,3.820842240267417,3.86964096764327,3.9778336432259707
5,3,5,154,3.2867876328520773,3.2867876328520773,3.2867876328520773,3.2867876328520778,3.324707456459538,3.5692870922812903
5,3,5,155,6.806985998691409,6.806985998691409,6.848573574893172,6.967570197478318,6.991654724454233,7.044838239482154
5,3,5,156,1.9944209748511788,1.9944209748511788,1.9944209748511788,2.0443883429603034,2.3725512110368703,2.7417661079475035
5,3,5,157,5.9063319163424595,5.9063319163424595,5.990383475285887,6.322323225135741,6.482320456208417,7.010852452837698
5,3,5,158,3.280712506084226,3.280712506084226,3.2807125060842255,3.280712506084226,3.439753150383774,4.147373201501561
5,3,5,159,5.762209952035317,6.231163139402244,6.231163139402242,6.3601289986965535,6.550186391138522,6.909636780599276
5,3,5,160,3.9618764498179653,3.9618764498179653,3.9618764498179653,4.108214175070761,4.214961537793516,4.381510576652661
5,3,5,161,4.380564850125953,4.380564850125953,4.380564850125953,4.380564850125952,4.872338905324881,6.247875794876437
5,3,5,162,4.989811825865205,5.316905749640812,5.534167724842823,5.5502824502834525,5.608663646716426,5.7213887069057465
5,3,5,163,4.231969704596885,4.692806706682779,4.7498189936184225,4.749818993618425,5.0423658665706395,5.781536680885085
5,3,5,164,5.81004219852468,5.81004219852468,5.81004219852468,5.810042198524681,5.882727812117951,6.150676253559072
5,3,5,165,6.475119758471424,6.475119758471424,6.475119758471423,6.6546177987081085,6.781494702563232,6.956808184247611
5,3,5,166,2.444644410052474,2.444644410052474,2.444644410052474,2.444644410052474,2.574671041320919,3.057963917248422
5,3,5,167,5.155767010232563,5.291337553710722,5.303893413047237,5.481779722352163,5.548391115347324,5.78598193760955
5,3,5,168,4.1853161854782694,4.1853161854782694,4.18531618547827,4.279229451724099,4.645194938154049,5.541976503850782
5,3,5,169,5.341999321546475,5.769309235735346,5.769309235735346,5.928837312384573,6.296506309528854,7.148705221591935
5,3,5,170,6.813299830730104,7.659995855879593,7.686618905346283,7.870752075753657,8.054628904513624,8.509103283942661
5,3,5,171,3.169454898091938,3.1694548980919386,3.1694548980919386,3.169454898091938,3.3326040589371386,3.75632685978816
5,3,5,172,3.599150363704737,4.279988979656955,4.346690698785651,4.419247622277178,4.6450407448863995,5.007852857860289
5,3,5,173,3.24726280684992,3.2472628068499203,3.24726280684992,3.2472628068499203,3.3458356554694215,3.6349079574600536
5,3,5,174,5.268310810860273,5.8595871592719275,5.9900504441346465,5.990050444134648,6.213551468703926,6.670980337359786
5,3,5,175,4.446707993688859,4.7172557554052155,4.752111279223593,4.909891129515072,5.0892716070755055,5.474803294101739
5,3,5,176,3.1997695833137296,3.19976958331373,3.19976958331373,3.2872225625619826,3.4209369604785937,3.549852422351967
5,3,5,177,5.7910214913936136,5.7910214913936136,5.791021491393614,6.059044635034518,6.084188802022171,6.305044040705276
5,3,5,178,3.1286484867611994,3.1286484867611994,3.1286484867612003,3.1286484867612003,3.2368476403426523,3.6573379878714807
5,3,5,179,4.850563476712645,4.945460448055534,4.945460448055535,4.945460448055534,5.146815996744726,5.8571764714925125
5,3,5,180,0.8571105528625043,0.8571105528625043,0.8571105528625043,0.8571105528625043,0.8761469774427046,0.9018523322240379
5,3,5,181,2.858194340551379,2.858194340551379,2.8581943405513788,2.8581943405513797,2.9763542010428643,3.8498017574957677
5,3,5,182,4.9177489231939795,4.9177489231939795,5.033625987927105,5.18350595347116,5.397657548692136,5.996184561543
5,3,5,183,5.139830104633724,5.139830104633725,5.25487305390853,5.648344330021832,5.7885188833328085,5.966661996724497
5,3,5,184,4.578392556478766,5.002403662468701,5.185562766168179,5.21806610930323,5.528583461641896,6.15132089836265
5,3,5,185,4.470177768821276,4.470177768821276,4.470177768821275,4.484904823675583,4.708144755248336,5.3261020176431835
5,3,5,186,2.515313346546041,2.5153133465460416,2.5610546064106146,2.654853929536208,2.8212677718618964,3.1584687849196316
5,3,5,187,4.363058963196295,4.363058963196295,4.363058963196295,4.489215737263471,4.54902879940167,4.724340065848249
5,3,5,188,4.381601026310892,4.451256538429114,4.459287832572338,4.582192315198922,4.823158219217304,5.172291512631004
5,3,5,189,3.989705644244622,4.855834711148462,4.965463819660694,5.018660139222898,5.277566128678216,5.698345745725803
5,3,5,190,3.5300547421817474,3.711556715797963,3.7115567157979634,3.7828234152855305,3.832453913981357,3.9076817788908786
5,3,5,191,3.632293653387645,3.632293653387645,3.632293653387645,3.7295852295437966,3.8385063567798254,4.1056753687459535
5,3,5,192,5.502852102941224,5.502852102941224,5.805348454234201,6.114303513480881,6.2718313574525055,6.6855358106904506
5,3,5,193,4.565995198485526,4.7216341056328694,4.72414329476429,4.8912418288858355,5.140875418622094,5.481216331583171
5,3,5,194,6.806095458191255,8.252134263634137,8.45906621936992,8.661412391812043,9.11834899180835,9.977408130841091
5,3,5,195,3.7415035485330375,3.9577318336251697,4.010939594806276,4.064626802964784,4.207299920644835,4.448639109801704
5,3,5,196,5.057743030214802,5.057743030214802,5.0856898996417454,5.287084431717604,5.379817781705944,5.499990815102374
5,3,5,197,5.865933277069362,6.493684921677293,6.994029017616861,6.994029017616861,7.021172204039656,7.477563278726524
5,3,5,198,2.8122085952138804,3.0043045916640327,3.04027314527637,3.08685612455365,3.1469571576436106,3.237478833450221
5,3,5,199,3.9317693261558624,3.9317693261558624,3.931769326155863,3.931769326155863,3.999137390017891,4.321780256160363
