instance_id,history_id,probability,policy,action,action_size,depth,class,flags,score,immediate,rollout_q,local_regret,final_value
n4_B3_G3_p0.45,3:0|c:0,0.09150625,S0,1,1,2,descendiente,dominada;intraatomo,0.0,0.0,0.0,0.0,0.0
n4_B3_G3_p0.45,raiz,1.0,rollout,1,1,0,virgen,,0.55,0.55,1.705,0.0,1.705
n4_B3_G3_p0.45,1:1,0.45,rollout,2,1,1,virgen,,0.55,0.55,1.155,0.0,1.155
n4_B3_G3_p0.45,1:1|2:1,0.2025,rollout,12,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n4_B3_G3_p0.45,1:1|2:0,0.2475,rollout,12,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n4_B3_G3_p0.45,1:0,0.55,rollout,2,1,1,virgen,,0.55,0.55,1.155,0.0,1.155
n4_B3_G3_p0.45,1:0|2:1,0.2475,rollout,12,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n4_B3_G3_p0.45,1:0|2:0,0.3025,rollout,12,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n4_B3_G3_p0.45,raiz,1.0,optimo,3,2,0,virgen,,0.605,0.605,1.5824875,0.1225125,1.90238125
n4_B3_G3_p0.45,3:2,0.2025,optimo,4,1,1,virgen,,0.55,0.55,1.1,0.0,1.1
n4_B3_G3_p0.45,3:2|4:1,0.091125,optimo,8,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n4_B3_G3_p0.45,3:2|4:0,0.111375,optimo,8,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n4_B3_G3_p0.45,3:1,0.495,optimo,5,2,1,cruzada,cruzada;atomo_virgen,0.55,0.55,1.49875,0.0,1.49875
n4_B3_G3_p0.45,3:1|5:2,0.111375,optimo,10,2,2,cruzada,cruzada;atomo_virgen,1.1,1.1,1.1,0.0,1.1
n4_B3_G3_p0.45,3:1|5:1,0.2475,optimo,6,2,2,cruzada,cruzada;multiatomo,1.1,1.1,1.1,0.0,1.1
n4_B3_G3_p0.45,3:1|5:0,0.136125,optimo,8,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n4_B3_G3_p0.45,3:0,0.3025,optimo,4,1,1,virgen,,0.55,0.55,1.1,0.0,1.1
n4_B3_G3_p0.45,3:0|4:1,0.136125,optimo,8,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n4_B3_G3_p0.45,3:0|4:0,0.166375,optimo,8,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n4_B3_G3_p0.9,raiz,1.0,S0,1,1,0,virgen,,0.1,0.1,0.3,0.073,0.3
n4_B3_G3_p0.9,1:1,0.9,S0,8,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n4_B3_G3_p0.9,1:1|8:1,0.81,S0,2,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n4_B3_G3_p0.9,1:1|8:0,0.09,S0,2,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n4_B3_G3_p0.9,1:0,0.1,S0,8,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n4_B3_G3_p0.9,1:0|8:1,0.09,S0,2,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n4_B3_G3_p0.9,1:0|8:0,0.01,S0,2,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n4_B3_G3_p0.9,raiz,1.0,rollout,9,2,0,virgen,,0.02,0.02,0.373,0.0,0.373
n4_B3_G3_p0.9,9:2,0.81,rollout,2,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n4_B3_G3_p0.9,9:2|2:1,0.729,rollout,4,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n4_B3_G3_p0.9,9:2|2:0,0.081,rollout,4,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n4_B3_G3_p0.9,9:1,0.18,rollout,8,1,1,descendiente,intraatomo,0.5,0.5,1.05,0.0,1.05
n4_B3_G3_p0.9,9:1|8:1,0.09,rollout,1,1,2,descendiente,intraatomo,1.0,1.0,1.0,0.0,1.0
n4_B3_G3_p0.9,9:1|8:0,0.09,rollout,2,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n4_B3_G3_p0.9,9:0,0.01,rollout,2,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n4_B3_G3_p0.9,9:0|2:1,0.009,rollout,4,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n4_B3_G3_p0.9,9:0|2:0,0.001,rollout,4,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n4_B3_G3_p0.9,raiz,1.0,optimo,9,2,0,virgen,,0.02,0.02,0.373,0.0,0.373
n4_B3_G3_p0.9,9:2,0.81,optimo,2,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n4_B3_G3_p0.9,9:2|2:1,0.729,optimo,4,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n4_B3_G3_p0.9,9:2|2:0,0.081,optimo,4,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n4_B3_G3_p0.9,9:1,0.18,optimo,8,1,1,descendiente,intraatomo,0.5,0.5,1.05,0.0,1.05
n4_B3_G3_p0.9,9:1|8:1,0.09,optimo,1,1,2,descendiente,intraatomo,1.0,1.0,1.0,0.0,1.0
n4_B3_G3_p0.9,9:1|8:0,0.09,optimo,2,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n4_B3_G3_p0.9,9:0,0.01,optimo,2,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n4_B3_G3_p0.9,9:0|2:1,0.009,optimo,4,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n4_B3_G3_p0.9,9:0|2:0,0.001,optimo,4,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B1_G2_p0.05,raiz,1.0,S0,3,2,0,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B1_G2_p0.05,raiz,1.0,rollout,3,2,0,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B1_G2_p0.05,raiz,1.0,optimo,3,2,0,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B1_G2_p0.45,raiz,1.0,S0,3,2,0,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B1_G2_p0.45,raiz,1.0,rollout,3,2,0,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B1_G2_p0.45,raiz,1.0,optimo,3,2,0,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B1_G2_p0.9,raiz,1.0,S0,1,1,0,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B1_G2_p0.9,raiz,1.0,rollout,1,1,0,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B1_G2_p0.9,raiz,1.0,optimo,1,1,0,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B1_G3_p0.05,raiz,1.0,S0,7,3,0,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n5_B1_G3_p0.05,raiz,1.0,rollout,7,3,0,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n5_B1_G3_p0.05,raiz,1.0,optimo,7,3,0,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n5_B1_G3_p0.45,raiz,1.0,S0,3,2,0,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B1_G3_p0.45,raiz,1.0,rollout,3,2,0,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B1_G3_p0.45,raiz,1.0,optimo,3,2,0,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B1_G3_p0.9,raiz,1.0,S0,1,1,0,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B1_G3_p0.9,raiz,1.0,rollout,1,1,0,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B1_G3_p0.9,raiz,1.0,optimo,1,1,0,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B2_G2_p0.05,raiz,1.0,S0,3,2,0,virgen,,1.805,1.805,3.61,0.0,3.61
n5_B2_G2_p0.05,3:2,0.0025,S0,12,2,1,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B2_G2_p0.05,3:1,0.095,S0,12,2,1,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B2_G2_p0.05,3:0,0.9025,S0,12,2,1,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B2_G2_p0.05,raiz,1.0,rollout,3,2,0,virgen,,1.805,1.805,3.61,0.0,3.61
n5_B2_G2_p0.05,3:2,0.0025,rollout,12,2,1,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B2_G2_p0.05,3:1,0.095,rollout,12,2,1,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B2_G2_p0.05,3:0,0.9025,rollout,12,2,1,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B2_G2_p0.05,raiz,1.0,optimo,3,2,0,virgen,,1.805,1.805,3.61,0.0,3.61
n5_B2_G2_p0.05,3:2,0.0025,optimo,12,2,1,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B2_G2_p0.05,3:1,0.095,optimo,12,2,1,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B2_G2_p0.05,3:0,0.9025,optimo,12,2,1,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B2_G2_p0.45,raiz,1.0,S0,3,2,0,virgen,,0.605,0.605,1.21,0.0,1.21
n5_B2_G2_p0.45,3:2,0.2025,S0,20,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B2_G2_p0.45,3:1,0.495,S0,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B2_G2_p0.45,3:0,0.3025,S0,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B2_G2_p0.45,raiz,1.0,rollout,3,2,0,virgen,,0.605,0.605,1.21,0.0,1.21
n5_B2_G2_p0.45,3:2,0.2025,rollout,20,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B2_G2_p0.45,3:1,0.495,rollout,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B2_G2_p0.45,3:0,0.3025,rollout,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B2_G2_p0.45,raiz,1.0,optimo,3,2,0,virgen,,0.605,0.605,1.21,0.0,1.21
n5_B2_G2_p0.45,3:2,0.2025,optimo,20,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B2_G2_p0.45,3:1,0.495,optimo,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B2_G2_p0.45,3:0,0.3025,optimo,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B2_G2_p0.9,raiz,1.0,S0,1,1,0,virgen,,0.1,0.1,0.2,0.0,0.2
n5_B2_G2_p0.9,1:1,0.9,S0,2,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B2_G2_p0.9,1:0,0.1,S0,8,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B2_G2_p0.9,raiz,1.0,rollout,1,1,0,virgen,,0.1,0.1,0.2,0.0,0.2
n5_B2_G2_p0.9,1:1,0.9,rollout,2,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B2_G2_p0.9,1:0,0.1,rollout,8,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B2_G2_p0.9,raiz,1.0,optimo,1,1,0,virgen,,0.1,0.1,0.2,0.0,0.2
n5_B2_G2_p0.9,1:1,0.9,optimo,2,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B2_G2_p0.9,1:0,0.1,optimo,8,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B2_G3_p0.05,raiz,1.0,S0,7,3,0,virgen,,2.572125,2.572125,4.377125,0.0,4.377125
n5_B2_G3_p0.05,7:3,0.000125,S0,24,2,1,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B2_G3_p0.05,7:2,0.007125,S0,24,2,1,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B2_G3_p0.05,7:1,0.135375,S0,24,2,1,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B2_G3_p0.05,7:0,0.857375,S0,24,2,1,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B2_G3_p0.05,raiz,1.0,rollout,3,2,0,virgen,,1.805,1.805,4.377125,0.0,4.377125
n5_B2_G3_p0.05,3:2,0.0025,rollout,28,3,1,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n5_B2_G3_p0.05,3:1,0.095,rollout,28,3,1,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n5_B2_G3_p0.05,3:0,0.9025,rollout,28,3,1,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n5_B2_G3_p0.05,raiz,1.0,optimo,3,2,0,virgen,,1.805,1.805,4.377125,0.0,4.377125
n5_B2_G3_p0.05,3:2,0.0025,optimo,28,3,1,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n5_B2_G3_p0.05,3:1,0.095,optimo,28,3,1,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n5_B2_G3_p0.05,3:0,0.9025,optimo,28,3,1,virgen,,2.572125,2.572125,2.572125,0.0,2.572125
n5_B2_G3_p0.45,raiz,1.0,S0,3,2,0,virgen,,0.605,0.605,1.21,0.0,1.21
n5_B2_G3_p0.45,3:2,0.2025,S0,20,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B2_G3_p0.45,3:1,0.495,S0,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B2_G3_p0.45,3:0,0.3025,S0,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B2_G3_p0.45,raiz,1.0,rollout,3,2,0,virgen,,0.605,0.605,1.21,0.0,1.21
n5_B2_G3_p0.45,3:2,0.2025,rollout,20,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B2_G3_p0.45,3:1,0.495,rollout,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B2_G3_p0.45,3:0,0.3025,rollout,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B2_G3_p0.45,raiz,1.0,optimo,3,2,0,virgen,,0.605,0.605,1.21,0.0,1.21
n5_B2_G3_p0.45,3:2,0.2025,optimo,20,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B2_G3_p0.45,3:1,0.495,optimo,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B2_G3_p0.45,3:0,0.3025,optimo,12,2,1,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B2_G3_p0.9,raiz,1.0,S0,1,1,0,virgen,,0.1,0.1,0.2,0.0,0.2
n5_B2_G3_p0.9,1:1,0.9,S0,2,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B2_G3_p0.9,1:0,0.1,S0,8,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B2_G3_p0.9,raiz,1.0,rollout,1,1,0,virgen,,0.1,0.1,0.2,0.0,0.2
n5_B2_G3_p0.9,1:1,0.9,rollout,2,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B2_G3_p0.9,1:0,0.1,rollout,8,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B2_G3_p0.9,raiz,1.0,optimo,1,1,0,virgen,,0.1,0.1,0.2,0.0,0.2
n5_B2_G3_p0.9,1:1,0.9,optimo,2,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B2_G3_p0.9,1:0,0.1,optimo,8,1,1,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G2_p0.05,raiz,1.0,S0,3,2,0,virgen,,1.805,1.805,4.56,0.0,4.56
n5_B3_G2_p0.05,3:2,0.0025,S0,12,2,1,virgen,,1.805,1.805,2.755,0.0,2.755
n5_B3_G2_p0.05,3:2|c:2,6.25e-06,S0,16,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G2_p0.05,3:2|c:1,0.0002375,S0,16,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G2_p0.05,3:2|c:0,0.00225625,S0,16,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G2_p0.05,3:1,0.095,S0,12,2,1,virgen,,1.805,1.805,2.755,0.049875,2.755
n5_B3_G2_p0.05,3:1|c:2,0.0002375,S0,16,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G2_p0.05,3:1|c:1,0.009025,S0,17,2,2,cruzada,cruzada;atomo_virgen,0.95,0.95,0.95,0.0,0.95
n5_B3_G2_p0.05,3:1|c:0,0.0857375,S0,16,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G2_p0.05,3:0,0.9025,S0,12,2,1,virgen,,1.805,1.805,2.755,0.0,2.755
n5_B3_G2_p0.05,3:0|c:2,0.00225625,S0,16,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G2_p0.05,3:0|c:1,0.0857375,S0,16,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G2_p0.05,3:0|c:0,0.81450625,S0,16,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G2_p0.05,raiz,1.0,rollout,1,1,0,virgen,,0.95,0.95,4.56,0.0,4.56
n5_B3_G2_p0.05,1:1,0.05,rollout,6,2,1,virgen,,1.805,1.805,3.61,0.0,3.61
n5_B3_G2_p0.05,1:1|6:2,0.000125,rollout,24,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B3_G2_p0.05,1:1|6:1,0.00475,rollout,24,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B3_G2_p0.05,1:1|6:0,0.045125,rollout,24,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B3_G2_p0.05,1:0,0.95,rollout,6,2,1,virgen,,1.805,1.805,3.61,0.0,3.61
n5_B3_G2_p0.05,1:0|6:2,0.002375,rollout,24,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B3_G2_p0.05,1:0|6:1,0.09025,rollout,24,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B3_G2_p0.05,1:0|6:0,0.857375,rollout,24,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B3_G2_p0.05,raiz,1.0,optimo,3,2,0,virgen,,1.805,1.805,4.56,0.0,4.564738125
n5_B3_G2_p0.05,3:2,0.0025,optimo,12,2,1,virgen,,1.805,1.805,2.755,0.0,2.755
n5_B3_G2_p0.05,3:2|c:2,6.25e-06,optimo,16,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G2_p0.05,3:2|c:1,0.0002375,optimo,16,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G2_p0.05,3:2|c:0,0.00225625,optimo,16,1,2,virgen,,0.95,0.95,0.95,0.0,0.95
n5_B3_G2_p0.05,3:1,0.095,optimo,5,2,1,cruzada,cruzada;atomo_virgen,0.95,0.95,2.804875,0.0,2.804875
n5_B3_G2_p0.05,3:1|5:2,0.002375,optimo,10,2,2,cruzada,cruzada;atomo_virgen,1.9,1.9,1.9,0.0,1.9
n5_B3_G2_p0.05,3:1|5:1,0.0475,optimo,6,2,2,cruzada,cruzada;multiatomo,1.9,1.9,1.9,0.0,1.9
n5_B3_G2_p0.05,3:1|5:0,0.045125,optimo,24,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B3_G2_p0.05,3:0,0.9025,optimo,4,1,1,virgen,,0.95,0.95,2.755,0.0,2.755
n5_B3_G2_p0.05,3:0|4:1,0.045125,optimo,24,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B3_G2_p0.05,3:0|4:0,0.857375,optimo,24,2,2,virgen,,1.805,1.805,1.805,0.0,1.805
n5_B3_G2_p0.45,raiz,1.0,S0,3,2,0,virgen,,0.605,0.605,1.76,0.0,1.76
n5_B3_G2_p0.45,3:2,0.2025,S0,20,2,1,virgen,,0.605,0.605,1.155,0.0,1.155
n5_B3_G2_p0.45,3:2|14:2,0.04100625,S0,8,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G2_p0.45,3:2|14:1,0.1002375,S0,8,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G2_p0.45,3:2|14:0,0.06125625,S0,8,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G2_p0.45,3:1,0.495,S0,12,2,1,virgen,,0.605,0.605,1.155,0.358875,1.155
n5_B3_G2_p0.45,3:1|c:2,0.1002375,S0,16,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G2_p0.45,3:1|c:1,0.245025,S0,16,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G2_p0.45,3:1|c:0,0.1497375,S0,16,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G2_p0.45,3:0,0.3025,S0,12,2,1,virgen,,0.605,0.605,1.155,0.0,1.155
n5_B3_G2_p0.45,3:0|c:2,0.06125625,S0,16,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G2_p0.45,3:0|c:1,0.1497375,S0,16,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G2_p0.45,3:0|c:0,0.09150625,S0,16,1,2,virgen,,0.55,0.55,0.55,0.0,0.55
n5_B3_G2_p0.45,raiz,1.0,rollout,3,2,0,virgen,,0.605,0.605,1.76,0.0,1.937643125
n5_B3_G2_p0.45,3:2,0.2025,rollout,16,1,1,virgen,,0.55,0.55,1.155,0.0,1.155
n5_B3_G2_p0.45,3:2|10:1,0.091125,rollout,12,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B3_G2_p0.45,3:2|10:0,0.111375,rollout,12,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B3_G2_p0.45,3:1,0.495,rollout,17,2,1,cruzada,cruzada;atomo_virgen,0.55,0.55,1.513875,0.0,1.513875
n5_B3_G2_p0.45,3:1|11:2,0.111375,rollout,6,2,2,cruzada,cruzada;atomo_virgen,1.1,1.1,1.1,0.0,1.1
n5_B3_G2_p0.45,3:1|11:1,0.2475,rollout,18,2,2,cruzada,cruzada;multiatomo,1.1,1.1,1.1,0.0,1.1
n5_B3_G2_p0.45,3:1|11:0,0.136125,rollout,12,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B3_G2_p0.45,3:0,0.3025,rollout,4,1,1,virgen,,0.55,0.55,1.155,0.0,1.155
n5_B3_G2_p0.45,3:0|4:1,0.136125,rollout,24,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B3_G2_p0.45,3:0|4:0,0.166375,rollout,24,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B3_G2_p0.45,raiz,1.0,optimo,3,2,0,virgen,,0.605,0.605,1.76,0.0,1.937643125
n5_B3_G2_p0.45,3:2,0.2025,optimo,16,1,1,virgen,,0.55,0.55,1.155,0.0,1.155
n5_B3_G2_p0.45,3:2|10:1,0.091125,optimo,12,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B3_G2_p0.45,3:2|10:0,0.111375,optimo,12,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B3_G2_p0.45,3:1,0.495,optimo,17,2,1,cruzada,cruzada;atomo_virgen,0.55,0.55,1.513875,0.0,1.513875
n5_B3_G2_p0.45,3:1|11:2,0.111375,optimo,6,2,2,cruzada,cruzada;atomo_virgen,1.1,1.1,1.1,0.0,1.1
n5_B3_G2_p0.45,3:1|11:1,0.2475,optimo,18,2,2,cruzada,cruzada;multiatomo,1.1,1.1,1.1,0.0,1.1
n5_B3_G2_p0.45,3:1|11:0,0.136125,optimo,12,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B3_G2_p0.45,3:0,0.3025,optimo,4,1,1,virgen,,0.55,0.55,1.155,0.0,1.155
n5_B3_G2_p0.45,3:0|4:1,0.136125,optimo,24,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B3_G2_p0.45,3:0|4:0,0.166375,optimo,24,2,2,virgen,,0.605,0.605,0.605,0.0,0.605
n5_B3_G2_p0.9,raiz,1.0,S0,1,1,0,virgen,,0.1,0.1,0.3,0.073,0.3
n5_B3_G2_p0.9,1:1,0.9,S0,2,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n5_B3_G2_p0.9,1:1|2:1,0.81,S0,4,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G2_p0.9,1:1|2:0,0.09,S0,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G2_p0.9,1:0,0.1,S0,8,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n5_B3_G2_p0.9,1:0|8:1,0.09,S0,16,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G2_p0.9,1:0|8:0,0.01,S0,16,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G2_p0.9,raiz,1.0,rollout,3,2,0,virgen,,0.02,0.02,0.373,0.0,0.373
n5_B3_G2_p0.9,3:2,0.81,rollout,4,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n5_B3_G2_p0.9,3:2|4:1,0.729,rollout,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G2_p0.9,3:2|4:0,0.081,rollout,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G2_p0.9,3:1,0.18,rollout,1,1,1,descendiente,intraatomo,0.5,0.5,1.05,0.0,1.05
n5_B3_G2_p0.9,3:1|1:1,0.09,rollout,2,1,2,descendiente,intraatomo,1.0,1.0,1.0,0.0,1.0
n5_B3_G2_p0.9,3:1|1:0,0.09,rollout,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G2_p0.9,3:0,0.01,rollout,4,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n5_B3_G2_p0.9,3:0|4:1,0.009,rollout,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G2_p0.9,3:0|4:0,0.001,rollout,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G2_p0.9,raiz,1.0,optimo,3,2,0,virgen,,0.02,0.02,0.373,0.0,0.373
n5_B3_G2_p0.9,3:2,0.81,optimo,4,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n5_B3_G2_p0.9,3:2|4:1,0.729,optimo,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G2_p0.9,3:2|4:0,0.081,optimo,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G2_p0.9,3:1,0.18,optimo,1,1,1,descendiente,intraatomo,0.5,0.5,1.05,0.0,1.05
n5_B3_G2_p0.9,3:1|1:1,0.09,optimo,2,1,2,descendiente,intraatomo,1.0,1.0,1.0,0.0,1.0
n5_B3_G2_p0.9,3:1|1:0,0.09,optimo,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G2_p0.9,3:0,0.01,optimo,4,1,1,virgen,,0.1,0.1,0.2,0.0,0.2
n5_B3_G2_p0.9,3:0|4:1,0.009,optimo,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G2_p0.9,3:0|4:0,0.001,optimo,8,1,2,virgen,,0.1,0.1,0.1,0.0,0.1
n5_B3_G3_p0.05,raiz,1.0,S0,7,3,0,virgen,,2.572125,2.572125,4.5105940625,0.081450625,4.5105940625
n5_B3_G3_p0.05,7:3,0.000125,S0,24,2,1,virgen,,1.805,1.805,1.8525,0.0475,1.8525
n5_B3_G3_p0.05,7:3|18:2,3.125e-07,S0,1,1,2,descendiente,intraatomo,0.0,0.0,0.0,0.0,0.0
n5_B3_G3_p0.05,7:3|18:1,1.1875e-05,S0,8,1,2,descendiente,intraatomo,0.5,0.5,0.5,0.0,0.5
