n,B,G,q,score,valor,v_star,v_star_laminar,ratio_vs_optimo
6,2,2,0.3,S0,0.6,0.6000000000000001,0.6000000000000001,0.9999999999999998
6,2,2,0.3,alfa=0,0.564,0.6000000000000001,0.6000000000000001,0.9399999999999997
6,2,2,0.3,alfa=0.5,0.564,0.6000000000000001,0.6000000000000001,0.9399999999999997
6,2,2,0.3,alfa=1,0.564,0.6000000000000001,0.6000000000000001,0.9399999999999997
6,2,2,0.3,alfa=1.5,0.6,0.6000000000000001,0.6000000000000001,0.9999999999999998
6,2,2,0.45,S0,0.8999999999999997,0.9,0.9,0.9999999999999997
6,2,2,0.45,alfa=0,0.8797499999999997,0.9,0.9,0.9774999999999996
6,2,2,0.45,alfa=0.5,0.8797499999999997,0.9,0.9,0.9774999999999996
6,2,2,0.45,alfa=1,0.8797499999999997,0.9,0.9,0.9774999999999996
6,2,2,0.45,alfa=1.5,0.8999999999999997,0.9,0.9,0.9999999999999997
6,2,2,0.7,S0,1.9599999999999984,1.9600000000000002,1.9600000000000002,0.9999999999999991
6,2,2,0.7,alfa=0,1.6799999999999995,1.9600000000000002,1.9600000000000002,0.8571428571428568
6,2,2,0.7,alfa=0.5,1.6799999999999995,1.9600000000000002,1.9600000000000002,0.8571428571428568
6,2,2,0.7,alfa=1,1.6799999999999995,1.9600000000000002,1.9600000000000002,0.8571428571428568
6,2,2,0.7,alfa=1.5,1.4000000000000001,1.9600000000000002,1.9600000000000002,0.7142857142857143
6,2,3,0.15,S0,0.2999999999999999,0.30000000000000004,0.30000000000000004,0.9999999999999994
6,2,3,0.15,alfa=0,0.24937499999999993,0.30000000000000004,0.30000000000000004,0.8312499999999996
6,2,3,0.15,alfa=0.5,0.24937499999999993,0.30000000000000004,0.30000000000000004,0.8312499999999996
6,2,3,0.15,alfa=1,0.24937499999999993,0.30000000000000004,0.30000000000000004,0.8312499999999996
6,2,3,0.15,alfa=1.5,0.24937499999999993,0.30000000000000004,0.30000000000000004,0.8312499999999996
6,2,3,0.3,S0,0.6,0.6000000000000001,0.6000000000000001,0.9999999999999998
6,2,3,0.3,alfa=0,0.564,0.6000000000000001,0.6000000000000001,0.9399999999999997
6,2,3,0.3,alfa=0.5,0.564,0.6000000000000001,0.6000000000000001,0.9399999999999997
6,2,3,0.3,alfa=1,0.564,0.6000000000000001,0.6000000000000001,0.9399999999999997
6,2,3,0.3,alfa=1.5,0.6,0.6000000000000001,0.6000000000000001,0.9999999999999998
6,2,3,0.45,S0,0.8999999999999997,0.9,0.9,0.9999999999999997
6,2,3,0.45,alfa=0,0.8797499999999997,0.9,0.9,0.9774999999999996
6,2,3,0.45,alfa=0.5,0.8797499999999997,0.9,0.9,0.9774999999999996
6,2,3,0.45,alfa=1,0.8797499999999997,0.9,0.9,0.9774999999999996
6,2,3,0.45,alfa=1.5,0.8999999999999997,0.9,0.9,0.9999999999999997
6,2,3,0.7,S0,2.0579999999999994,2.058,2.058,0.9999999999999998
6,2,3,0.7,alfa=0,1.6799999999999995,2.058,2.058,0.8163265306122447
6,2,3,0.7,alfa=0.5,1.6799999999999995,2.058,2.058,0.8163265306122447
6,2,3,0.7,alfa=1,1.6799999999999995,2.058,2.058,0.8163265306122447
6,2,3,0.7,alfa=1.5,1.4000000000000001,2.058,2.058,0.6802721088435375
6,3,2,0.15,S0,0.44999999999999984,0.5426250000000001,0.5426250000000001,0.8293020041465096
6,3,2,0.15,alfa=0,0.5308912499999998,0.5426250000000001,0.5426250000000001,0.9783759502418792
6,3,2,0.15,alfa=0.5,0.5308912499999998,0.5426250000000001,0.5426250000000001,0.9783759502418792
6,3,2,0.15,alfa=1,0.5308912499999998,0.5426250000000001,0.5426250000000001,0.9783759502418792
6,3,2,0.15,alfa=1.5,0.5308912499999998,0.5426250000000001,0.5426250000000001,0.9783759502418792
6,3,2,0.3,S0,0.8999999999999996,1.0110000000000003,1.0110000000000001,0.8902077151335305
6,3,2,0.3,alfa=0,0.7927199999999999,1.0110000000000003,1.0110000000000001,0.7840949554896138
6,3,2,0.3,alfa=0.5,0.9901199999999993,1.0110000000000003,1.0110000000000001,0.9793471810089011
6,3,2,0.3,alfa=1,0.9901199999999993,1.0110000000000003,1.0110000000000001,0.9793471810089011
6,3,2,0.3,alfa=1.5,0.8999999999999996,1.0110000000000003,1.0110000000000001,0.8902077151335305
6,3,2,0.45,S0,1.3499999999999999,1.4912437500000002,1.4658750000000003,0.905284598845762
6,3,2,0.45,alfa=0,1.2972487500000005,1.4912437500000002,1.4658750000000003,0.8699106031458642
6,3,2,0.45,alfa=0.5,1.2972487500000005,1.4912437500000002,1.4658750000000003,0.8699106031458642
6,3,2,0.45,alfa=1,1.2972487500000005,1.4912437500000002,1.4658750000000003,0.8699106031458642
6,3,2,0.45,alfa=1.5,1.3499999999999999,1.4912437500000002,1.4658750000000003,0.905284598845762
6,3,2,0.7,S0,2.939999999999998,2.9400000000000004,2.9400000000000004,0.9999999999999992
6,3,2,0.7,alfa=0,2.6600000000000006,2.9400000000000004,2.9400000000000004,0.9047619047619049
6,3,2,0.7,alfa=0.5,2.6600000000000006,2.9400000000000004,2.9400000000000004,0.9047619047619049
6,3,2,0.7,alfa=1,2.6600000000000006,2.9400000000000004,2.9400000000000004,0.9047619047619049
6,3,2,0.7,alfa=1.5,2.0999999999999996,2.9400000000000004,2.9400000000000004,0.7142857142857141
6,3,3,0.15,S0,0.44999999999999984,0.5426250000000001,0.5426250000000001,0.8293020041465096
6,3,3,0.15,alfa=0,0.40303687499999985,0.5426250000000001,0.5426250000000001,0.7427539737387694
6,3,3,0.15,alfa=0.5,0.40303687499999985,0.5426250000000001,0.5426250000000001,0.7427539737387694
6,3,3,0.15,alfa=1,0.4355493749999999,0.5426250000000001,0.5426250000000001,0.8026710435383548
6,3,3,0.15,alfa=1.5,0.4355493749999999,0.5426250000000001,0.5426250000000001,0.8026710435383548
6,3,3,0.3,S0,0.8999999999999996,1.0110000000000003,1.0110000000000001,0.8902077151335305
6,3,3,0.3,alfa=0,0.8545799999999998,1.0110000000000003,1.0110000000000001,0.8452818991097918
6,3,3,0.3,alfa=0.5,0.8545799999999998,1.0110000000000003,1.0110000000000001,0.8452818991097918
6,3,3,0.3,alfa=1,0.8619299999999998,1.0110000000000003,1.0110000000000001,0.8525519287833823
6,3,3,0.3,alfa=1.5,0.8999999999999996,1.0110000000000003,1.0110000000000001,0.8902077151335305
6,3,3,0.45,S0,1.3499999999999999,1.4912437500000002,1.4658750000000003,0.905284598845762
6,3,3,0.45,alfa=0,1.3547972812499998,1.4912437500000002,1.4658750000000003,0.9085015653879519
6,3,3,0.45,alfa=0.5,1.3547972812499998,1.4912437500000002,1.4658750000000003,0.9085015653879519
6,3,3,0.45,alfa=1,1.4160535312499998,1.4912437500000002,1.4658750000000003,0.9495788540605784
6,3,3,0.45,alfa=1.5,1.3499999999999999,1.4912437500000002,1.4658750000000003,0.905284598845762
6,3,3,0.7,S0,2.574873000000001,2.9924790000000003,2.9400000000000004,0.8604481434957441
6,3,3,0.7,alfa=0,2.7090000000000014,2.9924790000000003,2.9400000000000004,0.9052695106632331
6,3,3,0.7,alfa=0.5,2.7090000000000014,2.9924790000000003,2.9400000000000004,0.9052695106632331
6,3,3,0.7,alfa=1,2.7090000000000014,2.9924790000000003,2.9400000000000004,0.9052695106632331
6,3,3,0.7,alfa=1.5,2.0999999999999996,2.9924790000000003,2.9400000000000004,0.7017593105916531
